Quary,Answer
无锡市-江阴市的名为工业互联网示范试点类企业（工业互联网重点平台、工业互联网标杆工厂、工业互联网典型应用企业、工业互联网专业服务商等）的项目,政策包括：《关于大力推进产业强市建设构建现代产业体系的若干政策意见》。
无锡市-江阴市的名为小巨人企业、“专精特新”产品企业的项目,政策包括：《关于大力推进产业强市建设构建现代产业体系的若干政策意见》。
无锡市-江阴市的名为服务型制造的项目,政策包括：《关于大力推进产业强市建设构建现代产业体系的若干政策意见》。
无锡市-江阴市的名为智能制造试点的项目,政策包括：《关于大力推进产业强市建设构建现代产业体系的若干政策意见》。
无锡市-江阴市的名为智能制造能力的项目,政策包括：《关于大力推进产业强市建设构建现代产业体系的若干政策意见》。
无锡市-惠山区的名为星级上云的项目,政策包括：关于对《惠山区工业发展扶持资金管理办法（试行）》草案的公示。
无锡市-惠山区的名为智能工厂、智能车间的项目,政策包括：关于对《惠山区工业发展扶持资金管理办法（试行）》草案的公示。
无锡市-惠山区的名为两化（深度）融合类示范试点的项目,政策包括：关于对《惠山区工业发展扶持资金管理办法（试行）》草案的公示。
无锡市-惠山区的名为工业互联网示范试点类企业（工业互联网重点平台、工业互联网标杆工厂、工业互联网典型应用企业、工业互联网专业服务商等）的项目,政策包括：关于对《惠山区工业发展扶持资金管理办法（试行）》草案的公示。
无锡市-惠山区的名为智能制造咨询诊断项目的项目,政策包括：关于对《惠山区工业发展扶持资金管理办法（试行）》草案的公示。
无锡市-惠山区的名为绿色工厂/供应链管理企业的项目,政策包括：关于对《惠山区工业发展扶持资金管理办法（试行）》草案的公示。
无锡市-惠山区的名为服务型制造示范企业的项目,政策包括：关于对《惠山区工业发展扶持资金管理办法（试行）》草案的公示。
无锡市-惠山区的名为小巨人企业、“专精特新”产品企业的项目,政策包括：关于对《惠山区工业发展扶持资金管理办法（试行）》草案的公示。
无锡市-滨湖区的名为星级上云的项目,政策包括：《滨湖区加快建设太湖湾科创带引领区的政策意见》。
无锡市-滨湖区的名为智能工厂、智能车间的项目,政策包括：《滨湖区加快建设太湖湾科创带引领区的政策意见》。
无锡市-滨湖区的名为工业互联网示范试点类企业（工业互联网重点平台、工业互联网标杆工厂、工业互联网典型应用企业、工业互联网专业服务商等）的项目,政策包括：《滨湖区加快建设太湖湾科创带引领区的政策意见》。
无锡市-滨湖区的名为“专精特新”企业的项目,政策包括：《滨湖区加快建设太湖湾科创带引领区的政策意见》。
无锡市-滨湖区的名为绿色工厂/供应链管理企业的项目,政策包括：《滨湖区加快建设太湖湾科创带引领区的政策意见》。
无锡市-滨湖区的名为星级上云的项目,政策包括：《滨湖区加快建设太湖湾科创带引领区的政策意见2.0版》。
无锡市-滨湖区的名为标杆工厂类的项目,政策包括：《滨湖区加快建设太湖湾科创带引领区的政策意见2.0版》。
无锡市-滨湖区的名为两化融合管理体系贯标试点且两化融合管理体系评定的项目,政策包括：《滨湖区加快建设太湖湾科创带引领区的政策意见2.0版》。
无锡市-滨湖区的名为省级重点工业互联网平台的项目,政策包括：《滨湖区加快建设太湖湾科创带引领区的政策意见2.0版》。
无锡市-滨湖区的名为服务商类的项目,政策包括：《滨湖区加快建设太湖湾科创带引领区的政策意见2.0版》。
无锡市-滨湖区的名为新认定的国家级制造业单项冠军企业（产品）的项目,政策包括：《滨湖区加快建设太湖湾科创带引领区的政策意见2.0版》。
无锡市-滨湖区的名为“专精特新”企业的项目,政策包括：《滨湖区加快建设太湖湾科创带引领区的政策意见2.0版》。
无锡市-滨湖区的名为平台类的项目,政策包括：《滨湖区加快建设太湖湾科创带引领区的政策意见2.0版》。
无锡市-新吴区的名为星级上云的项目,政策包括：关于组织2022年度无锡高新区（新吴区）智能化改造数字化转型专项资金项目申报的通知。
无锡市-新吴区的名为智能制造示范工厂、智能车间的项目,政策包括：关于组织2022年度无锡高新区（新吴区）智能化改造数字化转型专项资金项目申报的通知。
无锡市-新吴区的名为工业互联网发展示范企业（平台类）的项目,政策包括：关于组织2022年度无锡高新区（新吴区）智能化改造数字化转型专项资金项目申报的通知。
无锡市-新吴区的名为两化融合管理体系贯标的项目,政策包括：关于组织2022年度无锡高新区（新吴区）智能化改造数字化转型专项资金项目申报的通知。
无锡市-新吴区的名为数字孪生、5G＋、人工智能的项目,政策包括：关于无锡高新区深入推进数字化转型和智能化变革的政策意见。
无锡市-新吴区的名为“数转智变”对标诊断服务的项目,政策包括：关于无锡高新区深入推进数字化转型和智能化变革的政策意见。
无锡市-新吴区的名为标杆制造业的项目,政策包括：关于无锡高新区深入推进数字化转型和智能化变革的政策意见。
无锡市-新吴区的名为工业互联网平台的项目,政策包括：关于无锡高新区深入推进数字化转型和智能化变革的政策意见。
无锡市-新吴区的名为数转智变的项目,政策包括：关于无锡高新区深入推进数字化转型和智能化变革的政策意见。
无锡市-新吴区的名为星级上云的项目,政策包括：关于无锡高新区深入推进数字化转型和智能化变革的政策意见。
无锡市-新吴区的名为两化融合管理体系贯标的项目,政策包括：关于无锡高新区深入推进数字化转型和智能化变革的政策意见。
无锡市-新吴区的名为智能化改造的项目,政策包括：关于无锡高新区深入推进数字化转型和智能化变革的政策意见。
无锡市-新吴区的名为标杆工厂的项目,政策包括：关于无锡高新区深入推进数字化转型和智能化变革的政策意见。
无锡市-锡山区的名为星级上云的项目,政策包括：《关于鼓励企业做大做强提升竞争力的政策意见（试行）》实施细则的通知。
无锡市-锡山区的名为智能工厂、智能车间的项目,政策包括：《关于鼓励企业做大做强提升竞争力的政策意见（试行）》实施细则的通知。
无锡市-锡山区的名为智能制造能力成熟度的项目,政策包括：《关于鼓励企业做大做强提升竞争力的政策意见（试行）》实施细则的通知。
无锡市-锡山区的名为智能制造系统解决方案供应商的项目,政策包括：《关于鼓励企业做大做强提升竞争力的政策意见（试行）》实施细则的通知。
无锡市-锡山区的名为两化（深度）融合类示范试点的项目,政策包括：《关于鼓励企业做大做强提升竞争力的政策意见（试行）》实施细则的通知。
无锡市-锡山区的名为工业互联网示范试点类企业（工业互联网重点平台、工业互联网标杆工厂、工业互联网典型应用企业、工业互联网专业服务商等）的项目,政策包括：《关于鼓励企业做大做强提升竞争力的政策意见（试行）》实施细则的通知。
无锡市-锡山区的名为小巨人企业、“专精特新”产品企业的项目,政策包括：《关于鼓励企业做大做强提升竞争力的政策意见（试行）》实施细则的通知。
无锡市-锡山区的名为服务型制造示范企业的项目,政策包括：《关于鼓励企业做大做强提升竞争力的政策意见（试行）》实施细则的通知。
无锡市-梁溪区的名为星级上云的项目,政策包括：关于支持现代产业高质量发展政策申报通知。
无锡市-梁溪区的名为智能工厂、智能车间的项目,政策包括：关于支持现代产业高质量发展政策申报通知。
无锡市-梁溪区的名为智能制造系统解决方案服务商的项目,政策包括：关于支持现代产业高质量发展政策申报通知。
无锡市-梁溪区的名为两化（深度）融合类示范试点的项目,政策包括：关于支持现代产业高质量发展政策申报通知。
无锡市-梁溪区的名为工业互联网示范试点类企业（工业互联网重点平台、工业互联网、工业互联网典型应用企业、工业互联网专业服务商等）的项目,政策包括：关于支持现代产业高质量发展政策申报通知。
无锡市-梁溪区的名为“专精特新”企业的项目,政策包括：关于支持现代产业高质量发展政策申报通知。
无锡市-梁溪区的名为绿色制造诊断的项目,政策包括：关于支持现代产业高质量发展政策申报通知。
无锡市-宜兴市的名为星级上云的项目,政策包括：《宜兴市促进数字经济高质量发展的若干政策意见》。
无锡市-宜兴市的名为工业互联网、智能车间的项目,政策包括：《宜兴市促进数字经济高质量发展的若干政策意见》。
无锡市-宜兴市的名为两化（深度）融合类示范试点的项目,政策包括：《宜兴市促进数字经济高质量发展的若干政策意见》。
无锡市-宜兴市的名为“专精特新”企业的项目,政策包括：《宜兴市促进数字经济高质量发展的若干政策意见》。
无锡市-宜兴市的名为智能制造示范工厂项目、工业互联网标杆工厂项目、“5G+工业互联网”融合应用项目、工业互联网标识解析项目、工业互联网平台项目。的项目,政策包括：《宜兴市促进数字经济高质量发展的若干政策意见》。
无锡市-经济技术开发区（太湖新城）的名为智能化建设项目(备案并入库)的项目,政策包括：
无锡市-经济技术开发区（太湖新城）的名为国家、省、市级智能工厂的项目,政策包括：
无锡市-经济技术开发区（太湖新城）的名为国家、省、市级智能车间的项目,政策包括：
"无锡市-经济技术开发区（太湖新城）的名为省星级上云""三星级""""四星级""""五星级""的项目",政策包括：
无锡市-经济技术开发区（太湖新城）的名为软件及技术服务投入的项目,政策包括：
无锡市-经济技术开发区（太湖新城）的名为省级及以上工业互联网标杆工厂的项目,政策包括：
无锡市-经济技术开发区（太湖新城）的名为首次获得国家两化融合管理体系贯标证书的项目,政策包括：
无锡市-经济技术开发区（太湖新城）的名为当年获评江苏省两化融合管理体系(升级版)贯标试点A级、AA级、AAA级的项目,政策包括：
