Quary,Answer
仪征市的名为工业信息安全防护星级的项目,政策包括：《仪征市制造业智能化改造和数字化转型行动计划（2022-2024年）》的通知。
仪征市的名为数字化园区的项目,政策包括：《仪征市制造业智能化改造和数字化转型行动计划（2022-2024年）》的通知。
江都区的名为星级上云的项目,政策包括：关于印发江都区制造业智能化改造和数字化转型实施意见的通知。
江都区的名为智能化改造的项目,政策包括：关于印发江都区制造业智能化改造和数字化转型实施意见的通知。
江都区的名为智能车间、智能工厂的项目,政策包括：关于印发江都区制造业智能化改造和数字化转型实施意见的通知。
江都区的名为工业互联网标杆工厂（平台）的项目,政策包括：关于印发江都区制造业智能化改造和数字化转型实施意见的通知。
江都区的名为首台（套）重大装备及关键部件的项目,政策包括：关于印发江都区制造业智能化改造和数字化转型实施意见的通知。
江都区的名为转型升级计划优秀企业的项目,政策包括：关于印发江都区制造业智能化改造和数字化转型实施意见的通知。
江都区的名为两化融合管理体系（升级版）贯标的项目,政策包括：关于印发江都区制造业智能化改造和数字化转型实施意见的通知。
江都区的名为工业互联网平台的项目,政策包括：关于印发江都区制造业智能化改造和数字化转型实施意见的通知。
经开区的名为星级上云的项目,政策包括：《扬州经济技术开发区推动中小企业高质量发展的政策意见》。
经开区的名为智能车间、智能工厂的项目,政策包括：《扬州经济技术开发区推动中小企业高质量发展的政策意见》。
经开区的名为两化（深度）融合类示范试点的项目,政策包括：《扬州经济技术开发区推动中小企业高质量发展的政策意见》。
经开区的名为工业互联网示范试点类企业（工业互联网重点平台、工业互联网标杆工厂、工业互联网典型应用企业、工业互联网专业服务商等）的项目,政策包括：《扬州经济技术开发区推动中小企业高质量发展的政策意见》。
经开区的名为“专精特新小巨人”企业（含专精特新产品企业、科技小巨人企业、隐形冠军企业、隐形小巨人企业）的项目,政策包括：《扬州经济技术开发区推动中小企业高质量发展的政策意见》。
经开区的名为绿色工厂/供应链管理企业的项目,政策包括：《扬州经济技术开发区推动中小企业高质量发展的政策意见》。
邗江区的名为工业互联网建设的项目,政策包括：邗江区智改数转行动清单2022-2024(1).pdf。
邗江区的名为智能装备研制推广的项目,政策包括：邗江区智改数转行动清单2022-2024(1).pdf。
邗江区的名为5G全连接工厂、智能工厂（省/市）的项目,政策包括：邗江区智改数转行动清单2022-2024(1).pdf。
邗江区的名为工业信息安全的项目,政策包括：邗江区智改数转行动清单2022-2024(1).pdf。
邗江区的名为星级上云、智能车间的项目,政策包括：《邗江区关干堆进制造业智能业改造和数字化转型的政策措施》。
邗江区的名为工业互联网建设的项目,政策包括：《邗江区关干堆进制造业智能业改造和数字化转型的政策措施》。
邗江区的名为智能装备研制推广的项目,政策包括：《邗江区关干堆进制造业智能业改造和数字化转型的政策措施》。
邗江区的名为5G全连接工厂、智能工厂（省/市）的项目,政策包括：《邗江区关干堆进制造业智能业改造和数字化转型的政策措施》。
邗江区的名为工业信息安全的项目,政策包括：《邗江区关干堆进制造业智能业改造和数字化转型的政策措施》。
