Quary,Answer
苏州市-吴中区的名为工业互联网示范试点类企业（工业互联网重点平台、工业互联网标杆工厂、工业互联网典型应用企业、工业互联网专业服务商等）的项目,政策包括：《关于促进吴中区工业经济高质量发展若干政策措施意见》有效期：2021年5月1日至2023年12月31日。
苏州市-吴中区的名为专精特新、小巨人企业、单项冠军的项目,政策包括：《关于促进吴中区工业经济高质量发展若干政策措施意见》有效期：2021年5月1日至2023年12月31日。
苏州市-吴中区的名为绿色工厂、供应链管理企业的项目,政策包括：《关于促进吴中区工业经济高质量发展若干政策措施意见》有效期：2021年5月1日至2023年12月31日。
苏州市-昆山市的名为星级上云的项目,政策包括：关于推进制造业智能化改造和数字化转型的若干措施的通知有效期至2024年2月25日。
苏州市-昆山市的名为智能工厂、智能车间的项目,政策包括：关于推进制造业智能化改造和数字化转型的若干措施的通知有效期至2024年2月25日。
苏州市-昆山市的名为两化（深度）融合类示范试点的项目,政策包括：关于推进制造业智能化改造和数字化转型的若干措施的通知有效期至2024年2月25日。
苏州市-昆山市的名为工业互联网平台、APP，5G+工业互联网试点示范项目、典型应用场景优秀案例的项目,政策包括：关于推进制造业智能化改造和数字化转型的若干措施的通知有效期至2024年2月25日。
苏州市-昆山市的名为国家级、省级制造业与互联网融合发展试点示范项目、国家级、省级制造业“双创”平台试点示范项目、国家级、省级工业互联网平台、国家级、省级工业互联网标杆工厂；的项目,政策包括：关于推进制造业智能化改造和数字化转型的若干措施的通知有效期至2024年2月25日。
苏州市-昆山市的名为中小企业专精特新的项目,"政策包括：《关于加快推进中小企业""专精特新""发展的实施意见》。"
苏州市-常熟市的名为星级上云的项目,政策包括：《关于推进制造业智能化改造和数字化转型的若干措施》。
苏州市-常熟市的名为智能工厂、智能车间的项目,政策包括：《关于推进制造业智能化改造和数字化转型的若干措施》。
苏州市-常熟市的名为两化（深度）融合类示范试点的项目,政策包括：《关于推进制造业智能化改造和数字化转型的若干措施》。
苏州市-常熟市的名为5G+工业互联网的项目,政策包括：《关于推进制造业智能化改造和数字化转型的若干措施》。
苏州市-常熟市的名为工业互联网APP、工业互联网平台的项目,政策包括：《关于推进制造业智能化改造和数字化转型的若干措施》。
苏州市-常熟市的名为专精特新企业的项目,政策包括：《2021年度提升存量企业竞争力若干政策项目申报指南》。
苏州市-张家港市的名为星级上云的项目,政策包括：《2021年度提升存量企业竞争力若干政策项目申报指南》。
苏州市-张家港市的名为智能工厂、智能车间的项目,政策包括：《2020年张家港市工业和信息化产业转型升级专项资金》。
苏州市-张家港市的名为两化（深度）融合类示范试点的项目,政策包括：《2020年张家港市工业和信息化产业转型升级专项资金》。
苏州市-张家港市的名为工业互联网示范试点类企业（工业互联网重点平台、工业互联网标杆工厂、工业互联网典型应用企业、工业互联网专业服务商等）的项目,政策包括：《2020年张家港市工业和信息化产业转型升级专项资金》。
苏州市-张家港市的名为绿色工厂、供应链管理企业的项目,政策包括：《2020年张家港市工业和信息化产业转型升级专项资金》。
苏州市-张家港市的名为单项冠军、专精特新、小巨人的项目,政策包括：《2020年张家港市工业和信息化产业转型升级专项资金》。关于印发《张家港保税区产业创新高质量发展扶持政策》的通知。
苏州市-太仓市的名为星级上云的项目,政策包括：《关于推进制造业智能化改造和数字化转型的若干措施》。
苏州市-太仓市的名为智能工厂、智能车间的项目,政策包括：《关于推进制造业智能化改造和数字化转型的若干措施》。
苏州市-太仓市的名为工业互联网平台、APP，5G+工业互联网试点示范项目、典型应用场景优秀案例的项目,政策包括：《关于推进制造业智能化改造和数字化转型的若干措施》。
苏州市-太仓市的名为两化（深度）融合类示范试点的项目,政策包括：《关于推进制造业智能化改造和数字化转型的若干措施》。
苏州市-太仓市的名为专精特新“小巨人”的项目,政策包括：《太仓市工业经济高质量发展若干扶持政策》。
苏州市-工业园区的名为智能车间的项目,政策包括：《太仓市工业经济高质量发展若干扶持政策》。2023年苏州市、苏州工业园区示范智能车间申报开始。
苏州市-工业园区的名为星级上云的项目,政策包括：2023年苏州市、苏州工业园区示范智能车间申报开始。
苏州市-工业园区的名为专精特新“小巨人”企业的项目,政策包括：《苏州工业园区专精特新“小巨人”企业培育三年行动计划（2021-2023年）》。
