Quary,Answer
阜宁的名为两化融合管理体系贯标2.0的项目,政策包括：《关千印发阜宁县规模以上工业企业智能化改造和数字化转型三年行动计划(2022-2024年）的通知》《关千印发阜宁县推进规模以上工业企业智能化改造和数字化转型实施方案的通知》。
阜宁的名为5G融合应用示范项目的项目,政策包括：《关千印发阜宁县规模以上工业企业智能化改造和数字化转型三年行动计划(2022-2024年）的通知》《关千印发阜宁县推进规模以上工业企业智能化改造和数字化转型实施方案的通知》。
阜宁的名为标杆（示范）的项目的项目,政策包括：《关千印发阜宁县规模以上工业企业智能化改造和数字化转型三年行动计划(2022-2024年）的通知》《关千印发阜宁县推进规模以上工业企业智能化改造和数字化转型实施方案的通知》。
盐都的名为星级上云的项目,政策包括：关于支持制造业高质量发展的政策意见-盐都。
盐都的名为智能制造示范工厂、省级工业互联网标杆工厂、省智能制造示范车间的项目,政策包括：关于支持制造业高质量发展的政策意见-盐都。
盐都的名为市智改数转示范企业的项目,政策包括：关于支持制造业高质量发展的政策意见-盐都。
盐都的名为省两化融合管理体系贯标的项目,政策包括：关于支持制造业高质量发展的政策意见-盐都。
盐都的名为专精特新科技“小巨人”的项目,政策包括：关于支持制造业高质量发展的政策意见-盐都。
盐都的名为全国制造业单项冠军企业（产品）的项目,政策包括：关于支持制造业高质量发展的政策意见-盐都。
开发区的名为星级上云的项目,政策包括：《关于印发<盐城经济技术开发区关于加快“5G+工业互联网”发展若干措施>的通知》。
开发区的名为工业互联网领域平台的项目,政策包括：《关于印发<盐城经济技术开发区关于加快“5G+工业互联网”发展若干措施>的通知》。
开发区的名为工业互联网标杆工厂、智能工厂的项目,政策包括：《关于印发<盐城经济技术开发区关于加快“5G+工业互联网”发展若干措施>的通知》。
开发区的名为智能车间的项目,政策包括：《关于印发<盐城经济技术开发区关于加快“5G+工业互联网”发展若干措施>的通知》。
开发区的名为两化融合管理贯标示范的项目,政策包括：《关于印发<盐城经济技术开发区关于加快“5G+工业互联网”发展若干措施>的通知》。
大丰的名为星级上云的项目,政策包括：《盐城市大丰区规上工业企业智能化改造和数字化转型三年行动计划(2022-2024年)的通知》。
大丰的名为智能工厂、工业互联网发展示范企业的项目,政策包括：《盐城市大丰区规上工业企业智能化改造和数字化转型三年行动计划(2022-2024年)的通知》。
射阳的名为星级上云的项目,政策包括：关于印发《支持全县经济高质量发展的奖励办法》的通知。
射阳的名为智能车间、智能工厂的项目,政策包括：关于印发《支持全县经济高质量发展的奖励办法》的通知。
射阳的名为工业互联网标杆工厂（工业互联网平台）的项目,政策包括：关于印发《支持全县经济高质量发展的奖励办法》的通知。
射阳的名为两化融合管理体系贯标试点（互联网与工业融合创新示范）的项目,政策包括：关于印发《支持全县经济高质量发展的奖励办法》的通知。
射阳的名为5G示范项目的项目,政策包括：关于印发《支持全县经济高质量发展的奖励办法》的通知。
建湖的名为星级上云的项目,政策包括：《关于促进制造业“智改数转”的激励意见》建政发2022-22号。
建湖的名为智能工厂、工业互联网标杆工厂（平台）的项目,政策包括：《关于促进制造业“智改数转”的激励意见》建政发2022-22号。
建湖的名为智能车间的项目,政策包括：《关于促进制造业“智改数转”的激励意见》建政发2022-22号。
建湖的名为5G+工业互联网”融合应用的项目,政策包括：《关于促进制造业“智改数转”的激励意见》建政发2022-22号。
台东的名为星级上云的项目,政策包括：《关于促进制造业“智改数转”的激励意见》建政发2022-22号。《关于促进制造业“智改数转”的激励意见》建政发2022-22号。《郭猛镇关于提升智能制造推动工业经济高质量发展的激励意见》区级以上政府及部门有专项奖励的，企业可重复享受；。
郭猛镇的名为智能工厂、智能车间的项目,政策包括：《郭猛镇关于提升智能制造推动工业经济高质量发展的激励意见》区级以上政府及部门有专项奖励的，企业可重复享受；。
亭湖的名为星级上云的项目,政策包括：《郭猛镇关于提升智能制造推动工业经济高质量发展的激励意见》区级以上政府及部门有专项奖励的，企业可重复享受；。
