Quary,Answer
"智能制造领军服务机构项目中,南通市的支持政策的名称是",《关于组织开展2023年江苏省智能制造领军服务机构遴选工作的通知》
"智能制造领军服务机构项目中,南通市的支持政策发布的时间是",2023年3月17日
"智能制造领军服务机构项目中,南通市的支持政策的具体内容是",为推动我市智能制造发展，强化智能制造服务体系建设，根据省工信厅《关于开展2023年江苏省智能制造领军服务机构遴选工作的通知》（苏工信装备〔2023〕91号）要求，现组织开展省智能制造领军服务机构申报工作。请各地工信部门根据通知要求，认真组织推荐、严格审核把关，确保申报质量，并于4月20日前向市工信局行文上报企业申报书（一式三份）和申报汇总表，电子版文件汇总发送至：zbc.gxj@nantong.gov.cn。
"智能制造优秀服务商项目中,南通市的支持政策的名称是",《关于开展2023年南通市智能化改造和数字化转型优秀服务商申报工作的通知》
"智能制造优秀服务商项目中,南通市的支持政策发布的时间是",2023年5月26日
"智能制造优秀服务商项目中,南通市的支持政策的具体内容是",一、申报条件1、在南通市范围内注册，具有独立法人资格，并具备健全的财务管理制度，经营状况良好，近三年内无严重失信行为、无违法记录。2、具备提供咨询规划、系统解决方案、工业信息安全、工业基础服务、智能装备、工业互联网等方面的服务能力，拥有一定的发明专利、软件著作权等核心技术支撑证明。3、具有服务南通市制造业企业智能化改造和数字化转型方面的业绩和经验，拥有相关技术人员团队及良好的售后运维能力。4、具有在相关行业领域可示范推广的智能化改造数字化转型应用场景和解决方案案例。5、已入选工信部智能制造系统解决方案供应商推荐目录、获评江苏省智能制造领军服务机构、纳入江苏省工业互联网服务资源池、南通市智能化改造和数字化转型服务资源池的单位，在同等条件下予以优先支持。二、相关要求1、请申报单位如实填报《2023年南通市智能化改造和数字化转型优秀服务商申报书》（附件1），并提供相关佐证材料。2、在不涉及商业机密的情况下，申报单位若自愿公开分享经验，请填报《智能化改造数字化转型应用场景/解决方案案例申报书》（附件2），并提供3分钟以内的视频资料。3、请各地工信部门积极组织相关服务商申报，对申报材料进行初审，将初审后符合条件的服务商推荐至市工信局，并填写《2023年南通市智能化改造和数字化转型优秀服务商申报汇总表》（附件3）。4、请各地将初审符合条件的服务商申报材料和工信部门汇总表（盖章件各一份），于6月30日前报送至市工信局，PDF扫描件同步报送至邮箱。三、其他事项1、市工信局将组织专家对申报材料进行评审，对入选的优秀服务商给予星级评定并向社会公布，对服务绩效突出的给予资金扶持。2、市工信局将组织专家对申报单位报送的智能化改造数字化转型应用场景和解决方案案例进行评审，分行业、分领域择优向社会发布，供广大制造业企业学习、借鉴。联系人：顾炜，联系电话：85215715邮箱：lhrhc.gxj@nantong.gov.cn地址：南通市崇川区世纪大道6号行政中心综合楼1120室
"专精特新中小企业项目中,南通市的支持政策的名称是",（参照《关于组织开展 2023 年度省级专精特新中小企业申报认定和 2020 年度省级专精特新企业复核工作的通知》）
"专精特新中小企业项目中,南通市的支持政策发布的时间是",2023年8月4日
"智能车间（工厂）项目中,南通市-启东市的支持政策的名称是",《启东市制造业智能化改造和数字化转型三年行动计划》
"智能车间（工厂）项目中,南通市-启东市的支持政策发布的时间是",2022年3月8日
"智能车间（工厂）项目中,南通市-启东市的支持政策的具体内容是",对新认定为国家级、省级和南通市级智能车间的企业，分别给予200万元、50万元和20万元奖励；对新认定为国家级智能制造试点示范、省级智能工厂的，分别给予200万元和100万元的奖励。
"工业互联网标杆工厂项目中,南通市的支持政策的具体内容是",对新认定为省级以上工业互联网标杆工厂、工业互联网平台，给予50万元的奖励。
"两化融合管理体系贯标项目中,南通市的支持政策的具体内容是",对通过国家两化融合管理体系贯标评定AAA、AA、A级的企业，分别给予20万元、15万元、10万元的奖励。
"星级上云项目中,南通市的支持政策的具体内容是",对新认定为省级以上五星级、四星级、三星级上云企业的，分别给予20万元、10万元、5万元的奖励。
"重大装备首台（套）或关键部件项目中,南通市的支持政策的具体内容是",对新认定为国家级、省级、南通市级重大装备首台（套）或关键部件，分别给予50万元、20万元、10万元的奖励。
"两化融合发展试点示范
项目中,南通市的支持政策的具体内容是",对新认定为国家级、省级、南通市级两化融合发展试点示范的，分别给予50万元、20万元、10万元的奖励；
"项目中,南通市-如皋的支持政策的名称是",《如皋市制造业智能化改造和数字化转型三年行动计划》
"项目中,南通市-如皋的支持政策发布的时间是",2022年2月26日
"项目中,南通市-如皋的支持政策的具体内容是",到2024年底，实现规上工业企业“智改数转”全覆盖，累计完成“智改数转”项目1000个以上，超额完成南通下达任务，实现全市5G网络基本全覆盖，累计建设5G基站1631个，新增两化融合管理体系贯标企业20家以上，培育星级上云企业100家以上，带动600家企业上云上平台，重点企业关键工序数控化率达65%，经营管理数字化普及率超过82%，数字化研发设计工具普及率接近92%。
"重大装备首台（套）项目中,南通市-经济开发区的支持政策的名称是",《南通开发区关于进一步促进企业高质量发展的若干政策意见》
"重大装备首台（套）项目中,南通市-经济开发区的支持政策发布的时间是",2022年5月13日
"重大装备首台（套）项目中,南通市-经济开发区的支持政策的具体内容是",对当年认定为市级重大装备首台（套）的企业奖励10万元
"专精特新“小巨人“项目中,南通市的支持政策的具体内容是",对当年认定为市级专精特新“小巨人“企业，给予10万元奖励。
"星级上云项目中,南通市的支持政策的具体内容是",对当年认定为省级三星、四星、五星上云的企业分别一次性奖励3万元、6万元、12万元。
"智能车间项目中,南通市的支持政策的具体内容是",对当年认定为省级示范智能车间的企业，一次性奖励20万元。
"两化融合管理体系贯标项目中,南通市的支持政策的具体内容是",对当年认定国家两化融合管理体系贯标评定lA—5A的 企业，分别一次性奖励5万元、10万元、 15万元、20万元、25 万元。
"5G+工业互联网项目中,南通市的支持政策的具体内容是","对当年获评国家级、 省级、 市级""5G+工业互联网 ＂ 典型应用场景优秀案例的企业，分别一次性奖励20万元、5万元、3万元奖励。"
"星级上云项目中,南通市-通州区的支持政策的名称是",《通州区支持企业“智改数转”的若干政策意见》
"星级上云项目中,南通市-通州区的支持政策发布的时间是",2022年6月8日
"星级上云项目中,南通市-通州区的支持政策的具体内容是",对新认定的省级四星级、五星级上云企业分别给予10万元、15万元奖励；
"智能车间项目中,南通市的支持政策的具体内容是",对新认定的市级示范智能车间，一次性奖励10万元
"工业互联网标杆工厂项目中,南通市的支持政策的具体内容是",对新认定的省级工业互联网平台、工业互联网标杆工厂，给予20万元奖励；
"工业信息安全防护项目中,南通市的支持政策的具体内容是",对新认定的省级工业信息安全防护1星级、2星级、3星级、4星级、5星级企业，分别给予2万元、5万元、10万元、15万元、20万元奖励；
"两化融合管理体系贯标项目中,南通市的支持政策的具体内容是",对新认定的国家两化融合管理体系贯标A、AA、AAA级企业，分别给予10 万元、15万元、20万元奖励；
"“5G+工业互联网”应用示范项目项目中,南通市的支持政策的具体内容是",对新认定的国家级、省级两化融合典型场景解决方案和实践案例（包括“5G+工业互联网”应用示范项目、“5G+工业互联网”典型应用场景优秀案例等），分别给予10万元、5万元奖励。
"专精特新软件企业培育库企业项目中,南通市的支持政策的具体内容是",对其他软件和信息技术领域国家级、省级各类对企业的认定类项目（专精特新软件企业培育库企业、大数据产业发展试点示范项目等），分别给予10万元、5万元奖励；
"软件和信息技术、大数据行业相关资质认证项目中,南通市的支持政策的具体内容是",对通过软件和信息技术、大数据行业相关资质认证（CMMI能力成熟度模型集成三级及以上、ITSS信息技术服务标准三级及以上、DCMM数据管理能力成熟度三级及以上等），分别给予每个5万元的一次性奖励（不含同类同级别复审再次获得）；
"工业互联网标识解析节点建设项目中,南通市-海安市的支持政策的名称是",《市政府关于加快“5G+工业互联网”数字赋能的若干政策意见》（海政发〔2022〕14号）
"工业互联网标识解析节点建设项目中,南通市-海安市的支持政策发布的时间是",2022年10月29日
"工业互联网标识解析节点建设项目中,南通市-海安市的支持政策的具体内容是",对牵头组织工业互联网二级节点建设、领取企业营业执照且向信通院提交运营申请的单位，奖励10万元；获取运营牌照的单位，奖励40万元；建成后形成标识解析规模达1亿次以上的单位，奖励50万元。参与工业互联网二级节点建设的单位，节点建成正常运营后奖励20万元。
"企业内外网改造项目中,南通市的支持政策的具体内容是",对注册时间不低于2年、项目实施期在最近2年内的企业开展内外网改造，实施数字化转型，打通研发设计、生产管理、采购供应、仓储管理、售后服务等各环节，实现全产业链互联互通。生产设备数字化改造费用、信息化设备、软件、系统集成、网络通信、云租赁费用、咨询费用等投资总额应不低于100万元。按经审计核定的项目投入，签订合同并支付定金的，奖励项目已投入金额的2%；完成内网升级改造的，奖励项目已投入金额的8%；有具体应用场景的，奖励项目已投入金额的5%，合计最高不超过50万元。
"5G基站建设项目中,南通市的支持政策的具体内容是",对在工业企业内部建设5G基站，实施5G+云服务平台、5G+VR在线巡检等智能制造改造，新上ERP、MES软件系统，投资总额超过30万元的，完成5G基站及室分建设的，奖励5万元；有具体应用场景的，奖励5万元。
"工业互联网公共平台服务项目中,南通市的支持政策的具体内容是",项目已建成且建设期不超过2年，平台具有明确的发展规划、功能定位和管理机制，拥有相应的服务设施、专业技术和管理人才队伍；主要面向我市工业互联网领域的企业提供服务，具有公共性、开放性和资源共享性；申报主体财务状况良好，项目总投资不低于100万元。按经审计核定的项目投入，平台建设成功且投入运营的，采取事后补助方式，奖励项目已投入金额的10%；为我市除平台企业外其他20家以上企业提供服务的，奖励项目已投入金额的10%，合计最高不超过200万元。
"智能制造示范试点优秀方案项目中,南通市的支持政策的具体内容是",对大数据产业、人工智能与实体经济深度融合、工业互联网、软件工程化、新型信息消费、网络安全技术应用等领域获批国家级试点示范企业（项目）、优秀解决方案的，分别奖励50万元、20万元。
"企业智能制造能力成熟度评估项目中,南通市的支持政策的具体内容是",对标GB/T39116-2020《智能制造能力成熟度模型》和GB/T39117-2020《智能制造能力成熟度评估方法》等国家标准，开展全市规上工业企业和重点行业企业智能制造能力成熟度对标自诊断。对获得国家智能制造成熟度五级（引领级）、四级（优化级）、三级（集成级）、二级（规范级）、一级（规划级）认定的，分别奖励30万元、20万元、10万元、5万元、2万元。
"“数字化车间”及“智能工厂”项目中,南通市的支持政策的具体内容是",列入国家级智能制造（含“数字化车间”及“智能工厂”）试点示范项目的，按获取上级扶持资金的30%给予配套奖励，金额不超过100万元；列入省级智能制造的，按获取上级扶持资金的15%给予配套奖励，金额不超过50万元。
"智能工厂示范项目中,南通市的支持政策的具体内容是",项目需符合江苏省离散型（流程型）智能工厂示范建设要点相关要求，省内工业机器人、高档数控机床等智能制造装备应用总量不少于10台套，应用场景不少于3个；项目示范应用首台（套）重大装备及采用自主品牌工业机器人CR认证的优先支持（在资金申请报告中提供CR认证证书复印件）。项目备案（核准）、环评、能评、安评、规划、土地等手续完备（无需相关手续的项目须作出说明），项目已投入金额不少于投资总额的20%。项目已开工建设，有完整的项目规划，签订合同后支出金额不低于投资总额20%的，奖励项目已投入金额的5%，完成相关软硬件建设的，奖励项目已投入金额10%，单个项目支持额度最高不超过200万元。
"“5G＋工业互联网”应用项目中,南通市的支持政策的具体内容是",推动5G应用从外围辅助环节向核心生产环节渗透，利用数字孪生、人工智能、AR/VR等新技术，实现生产系统全要素数字化、网络化和智能化。企业成立时间不低于2年，项目实施期在最近2年内；实现场景内5G网络全覆盖，5G边缘云不少于1个，构建工业互联网+企业私有云+边缘云+功能云融合整体网络架构，实现云、网、边、端、平台一体化应用；部署5G边缘云上的工业控制系统，围绕企业“研发-生产-供应链-销售-服务”等业务，开展“5G+工业互联网”示范；部署满足业务隔离、保障需求、业务可靠性和安全要求的5G端到端组网方案；申报前2年，在生产设备数字化改造费用、信息化设备、软件、系统集成、网络通信、云租赁费用、咨询费用等方面的投资总额不低于200万元。实现5G覆盖的，采取事后补助方式，奖励覆盖合同金额的5%，5G应用运营后奖励项目已投入金额的15%，最高不超过100万元。
"工业互联网标杆工厂项目中,南通市的支持政策的具体内容是",企业须通过国家两化融合管理体系贯标，且在省两化融合贯标联盟完成贯标备案。申报项目须在当地工信或发改部门完成备案登记（无需相关手续的项目须作出说明）。项目已投入金额不少于投资总额的60%，且软件投入（购置费、合作费、集成费）不少于项目已投入金额的20%，人工费用不超过项目已投入金额的10%。符合《江苏省工业互联网标杆工厂建设指南》（苏工信融合〔2020〕680号）相关要点，满足基础技术能力全部要求，制造系统能力至少满足5项指标，在企业标杆能力和业态模式创新方面至少各满足1项子类要求。项目已开工建设，有完整的项目规划，签订合同且支出金额不低于项目投资总额20%的，奖励项目已投入金额的5%，完成相关软硬件建设的，奖励项目已投入金额的10%，单个项目支持额度最高不超过200万元。
"规下升规上企业项目中,南通市的支持政策的具体内容是",对首次由规下升规上，且连续三年入库税收均达到50万元的“5G+工业互联网”企业，一次性奖励20万元。
"培育亿元以上企业项目中,南通市的支持政策的具体内容是",优先支持已列入省重大工业项目清单的“5G+工业互联网”项目。年主营业务收入首次达到1亿元、5亿元、10亿元的，分别一次性奖励20万元、30万元、50万元；年主营业务收入1亿元以上且同比增幅在10%以上的，按照主营业务收入增量的3%予以奖励，最高不超过50万元。
"两化融合项目中,南通市的支持政策的具体内容是",对获得国家、省、南通市认定的两化融合示范试点企业分别奖励50万元、10万元、5万元。对通过工信部两化融合管理体系贯标评定AAA、AA、A级的企业分别奖励20万元、15万元、10万元。鼓励“企业上云”，五星级、四星级、三星级上云企业分别奖励20万元、5万元、2万元。开展互联网平台新模式、工业大数据、工控安全提升等试点示范，对国家、省级示范试点项目分别奖励50万元和20万元。对首次通过IT服务管理体系ISO20000、信息安全管理体系ISO27001/BS7799、服务提供商环境安全性SAS70等认证的企业，奖励10万元。
"高端装备研发项目中,南通市的支持政策的具体内容是",企业自主开发列入国家级、省级、南通市级 “重点领域首次自主开发、国产化制造首台套”重大装备或关键部件，分别奖励50万元、20万元、10万元。对当年被认定为技术创新示范企业、工业自主品牌五十强、工业互联网标杆工厂示范试点的企业，按国家级、省级、南通市级分别奖励20万元、10万元、5万元。
"智能车间（工厂）项目中,南通市的支持政策的名称是",《市政府关于加快新型工业化发展的若干政策意见》海政发〔2022〕15号
"智能车间（工厂）项目中,南通市的支持政策的具体内容是",对被评为国家级、省级、南通市级示范“智能工厂”“智能车间”的企业，分别奖励50万元、20万元、10万元。
"“专精特新”、科技小巨人项目中,南通市的支持政策的具体内容是",对获评国家级、省级、南通市级“专精特新”、科技小巨人等奖项的企业分别给予100万元、40万元、5万元的奖励。
"国家级、省级绿色工厂等项目中,南通市的支持政策的具体内容是",对获得国家级、省级绿色工厂、绿色产品、绿色制造行业标准、绿色供应链的单位，分别给予50万元和20万元奖励。
"星级企业家项目中,南通市的支持政策的具体内容是",1.一星级：企业当年开票销售收入5亿元或入库税费基金1500万元以上；有南通市级以上名牌产品或南通市级以上企业技术中心、工程技术中心；被认定为海安市质量标兵企业。2.二星级：企业当年开票销售收入8亿元或入库税费基金2500万元以上；有南通市级以上企业技术中心或工程技术研究中心（特殊行业的企业经认定后须有独立的研发机构）；被认定为海安市质量标兵企业。3.三星级：企业当年开票销售收入10亿元或入库税费基金3000万元以上；有省级名牌产品或著名商标（特殊行业经认定的除外）；有南通市级以上企业技术中心或工程技术研究中心；被认定为海安市质量标兵企业。4.四星级：企业当年开票销售收入15亿元或入库税费基金4500万元以上或上市企业；有驰名商标或国家级重点新产品或免验产品等（特殊行业企业经认定，须有省名牌产品或著名商标）；有南通市级以上企业技术中心或工程技术研究中心；被认定为海安市质量标兵企业。5.五星级：企业当年开票销售收入30亿元或入库税费基金8000万元以上。有驰名商标或国家级重点新产品或免验产品等（特殊行业企业经认定须有省名牌产品或著名商标），有省级以上企业技术中心或工程技术研究中心及其它作出特殊贡献的企业。被认定为南通市质量标兵企业。六星级：企业当年开票销售收入60亿元或入库税费基金1.2亿元以上。被认定为海安市市长质量奖企业。凡当年企业开票销售收入和入库税费基金增幅均低于全市规模工业平均水平或在工业绩效评价分类中非A类的，原则上不得作为“星级企业家”的评选对象。一至三星级企业家企业当年入库税费基金不得低于300万元，四至六星级企业家企业当年入库税费基金不得低于600万元。在某一级别经济指标达标的前提下，缺少本级附加条件，但又具有高一级附加条件的，可视同符合本级标准；不具备本级附加条件的，视情况可降级享受；不具备附加条件，但总部具备的企业，视同具备附加条件；当年新三板挂牌企业、“5123”工业大企业不受附加条件限制。税收贡献大的企业视具体情况由市新型工业化领导小组专题研究并报市主要负责人确定。
"智能车间（工厂）项目中,南通市的支持政策的名称是",《市政府关于加快新型工业化发展的若干政策意见》
"智能车间（工厂）项目中,南通市的支持政策发布的时间是",2023年6月28日
"智能车间（工厂）项目中,南通市的支持政策的具体内容是",（二）鼓励建设智能车间（工厂）。对被评为国家级、省级、南通市级示范“智能工厂”“智能车间”的企业，分别奖励50万元、20万元、5万元。
"标识解析项目中,南通市的支持政策的具体内容是",（二）鼓励企业深化标识解析应用。促进相关行业、企业标识解析应用与发展，对接入南通本地二级节点，标识注册量和解析量均超过50万次，且解析量排名全市前5名的企业，分别奖励20万元、15万元、10万元、5万元、3万元。
"“5G”全连接工厂项目中,南通市的支持政策的具体内容是",（三）支持“5G”全连接工厂建设。支持企业充分利用以5G为代表的新一代信息通信技术集成，打造新型工业互联网基础设施，实施“5G+工业互联网”融合应用，建设产线级、车间级、工厂级5G全连接工厂。对获评国家级、省级“5G”全连接工厂的企业，分别奖励40万元、15万元。
"精特新“小巨人”企业项目中,南通市的支持政策的具体内容是",对获评国家级专精特新“小巨人”企业、省级专精特新中小企业等奖项的企业分别给予60万元、30万元的奖励。对外地迁入我市的省级以上专精特新企业，迁入当年视作首次获评进行奖励。具体按照《海安县开展创新型行业单打冠军企业培育实施意见》（海办发〔2016〕31号）落实相关政策。
