Quary,Answer
"省级、市级智能制造示范车间项目中,连云港市的支持政策的具体内容是",一、请各县（区）工信部门组织企业认真对照智能制造示范车间申报条件进行自我评价，填报《智能制造示范车间申请表》，原则上一家企业只能申报一个车间，已获得两个及以上省级智能制造示范车间（省级示范智能车间）的企业不得再次申报省级智能制造示范车间。企业应对申报材料的真实性负责，并出具真实性承诺书。二、企业申报材料：申请表、承诺书和营业执照复印件。三、请各县（区）工信部门严格对照申报条件，在做好申报组织工作的同时，对企业申报材料进行认真审核把关，并填报智能制造示范车间推荐审核情况表。四、请各县（区）工信部门行文推荐上报市工信局，并填报智能制造示范车间申报汇总表。于7月10日前将请示文件（附推荐审核情况表、申报汇总表）、企业申报材料报送至市工信局投资与技术改造处，电子文档请扎口汇总后发送至邮箱：85804826@163.com。五、省级、市级智能制造示范车间申报工作同步推进，市工信局将在县区推荐审核的基础上开展材料审核、现场核查，认定市级智能制造示范车间，并从中择优推荐申报省级智能制造示范车间。联系人： 市工信局 张曜晖，85806653，市财政局 周 勇，85521162。
"星级上云项目中,连云港市的支持政策的名称是",《关于组织申报助企纾困解难财政补贴资金工信类项目的通知》
"星级上云项目中,连云港市的支持政策发布的时间是",2022年6月15日
"星级上云项目中,连云港市的支持政策的具体内容是",对于2021年度市区获得的三星级上云企业奖励2万元/家，四星级上云企业奖励6万元/家。
"智能制造示范车间项目中,连云港市的支持政策的具体内容是",获得省智能制造示范车间、市智能制造示范车间的分别给予20万元、10万元奖励，从市级晋级为省级的，按差额奖励。
"专精特新项目中,连云港市的支持政策的具体内容是",支持方向及奖补标准。对获得国家级制造业单项冠军企业（产品）或国家专精特新小巨人认定的，给予100万元奖励；获得省“小巨人”企业认定的，奖励50万元；获得省“专精特新”产品认定的，给予10万元/个的奖励；获得市级小巨人企业认定的，奖励20万元；获得市“专精特新”产品认定的，给予5万元/个的奖励。之前已兑付的部分不再重复兑付。
"绿色工厂项目中,连云港市的支持政策的具体内容是",（1）获得工信部认定的国家级绿色供应链，奖励100万元；（2）获得工信部认定的国家级绿色工厂，奖励80万元；（3）获得省工信厅认定的省级绿色工厂，奖励50万元；（4）获得市工信局认定的市级绿色工厂，奖励20万元；
"软件类关键核心技术攻关项目项目中,连云港市的支持政策的名称是",关于转发《关于组织2023年软件类关键核心技术攻关项目征集工作的通知》的通知
"软件类关键核心技术攻关项目项目中,连云港市的支持政策发布的时间是",2023年3月31日
"软件类关键核心技术攻关项目项目中,连云港市的支持政策的具体内容是",省工信厅近期开展2023年软件类关键核心技术攻关项目征集工作，遴选一批具备自主核心技术基础、市场应用前景好、示范带头作用强的优质项目。请各县区工信部门按照通知要求，积极组织指导本地区项目实施单位报送软件类关键核心技术攻关项目征集信息表，于4月14日前将项目征集信息表电子版和纸质版材料报送市工信局信息产业处。
"“i创杯”互联网创新创业大赛项目中,连云港市的支持政策的名称是",关于转发《关于举办第八届“i创杯”互联网创新创业大赛的通知》的通知
"“i创杯”互联网创新创业大赛项目中,连云港市的支持政策发布的时间是",2023年5月30日
"“i创杯”互联网创新创业大赛项目中,连云港市的支持政策的具体内容是",现将省工信厅《关于举办第八届“i创杯”互联网创新创业大赛的通知》转发给你们，此次大赛于5月26日开始报名，7月30日报名结束，请各县区工信部门根据通知要求，在本地区统筹组织安排大赛的宣传、发动和报名工作。各有关园区、单位要积极发挥优势，通过各自渠道加大对大赛的宣传力度，发动、推荐互联网创业团队和企业积极参赛，省级互联网众创园、大数据产业园至少各自推荐5个项目参赛。请将参赛项目情况及时反馈我处（推荐单位建议选择市工信局或省级相关园区），以便做好项目推荐和协调工作。联系人：信息产业处 李广超 联系方式：85825572电子邮箱：xxcyfz@163.com
"1、支持强优工业企业 
提升经普业蛾项目中,高新区的支持政策的名称是",《连云港高新区扶持企业加快发展若干政策（试行）》（连高管 〔2021〕22号）
"1、支持强优工业企业 
提升经普业蛾项目中,高新区的支持政策发布的时间是",2021年
"1、支持强优工业企业 
提升经普业蛾项目中,高新区的支持政策的具体内容是",上台阶奖励：对企业年度应税销售 收入首次的奖励
"1、支持强优工业企业 
提升经普业蛾项目中,高新区的支持政策的类别是",首次达到1亿元 
"1、支持强优工业企业 
提升经普业蛾项目中,高新区的支持政策的类别是",首次达到1亿元 
"项目中,连云港市的支持政策的类别是",首次达到5亿元
"项目中,连云港市的支持政策的类别是",首次达到5亿元
"项目中,连云港市的支持政策的类别是",首次达到10亿元
"项目中,连云港市的支持政策的类别是",首次达到10亿元
"项目中,连云港市的支持政策的类别是",首次达到30亿元
"项目中,连云港市的支持政策的类别是",首次达到30亿元
"项目中,连云港市的支持政策的类别是",首次达到50亿元
"项目中,连云港市的支持政策的类别是",首次达到50亿元
"项目中,连云港市的支持政策的类别是",首次达到100亿元
"项目中,连云港市的支持政策的类别是",首次达到100亿元
"项目中,连云港市的支持政策的类别是",首次达到200亿元
"项目中,连云港市的支持政策的类别是",首次达到200亿元
"2、培育扶持 
小微企业成长 项目中,连云港市的支持政策的名称是",《连云港高新区扶持企业加快发展若干政策（试行）》（连高管〔2021〕 22号）
"2、培育扶持 
小微企业成长 项目中,连云港市的支持政策发布的时间是",2021年
"2、培育扶持 
小微企业成长 项目中,连云港市的支持政策的具体内容是",首次成为规模以上工业企业（年度应税销售收入首次达到2000万及以上）
"2、培育扶持 
小微企业成长 项目中,连云港市的支持政策的类别是","给予10万元一次性奖励 （若1-9月达1500万,额外奖励5万元）"
"2、培育扶持 
小微企业成长 项目中,连云港市的支持政策的类别是","给予10万元一次性奖励 （若1-9月达1500万,额外奖励5万元）"
"3、获得相应
称号的奖勃项目中,连云港市的支持政策的名称是",《关于进一歩促进民营经济高质量发展的实施方案》连发〔2019〕 23号
"3、获得相应
称号的奖勃项目中,连云港市的支持政策发布的时间是",2019年
"3、获得相应
称号的奖勃项目中,连云港市的支持政策的具体内容是",获“公共服务平台”称号
"3、获得相应
称号的奖勃项目中,连云港市的支持政策的类别是",国家级
"3、获得相应
称号的奖勃项目中,连云港市的支持政策的类别是",国家级
"项目中,连云港市的支持政策的类别是",省級三星級
"项目中,连云港市的支持政策的类别是",省級三星級
"项目中,连云港市的支持政策的类别是",省級四星級
"项目中,连云港市的支持政策的类别是",省級四星級
"项目中,连云港市的支持政策的类别是",省級五星级
"项目中,连云港市的支持政策的类别是",省級五星级
"项目中,连云港市的支持政策的具体内容是",获“省級小微企业创业 创新示范基地”称号
"项目中,连云港市的支持政策的类别是",省級
"项目中,连云港市的支持政策的类别是",省級
"项目中,连云港市的支持政策的具体内容是","获“国家級制造业单项 冠军企业（产品）""称号"
"项目中,连云港市的支持政策的类别是",国家級
"项目中,连云港市的支持政策的类别是",国家級
"项目中,连云港市的支持政策的具体内容是",获“专精特新企业”称号
"项目中,连云港市的支持政策的类别是",国家級
"项目中,连云港市的支持政策的类别是",国家級
"项目中,连云港市的支持政策的类别是",省級
"项目中,连云港市的支持政策的类别是",省級
"项目中,连云港市的支持政策的名称是",《中共连云港市委 连云港市人民政府关于加快工业经济发展的意见》（连发〔2015〕 17号）
"项目中,连云港市的支持政策发布的时间是",2015年
"项目中,连云港市的支持政策的具体内容是",获 “服务型制造示范企业”称号
"项目中,连云港市的支持政策的类别是",省級
"项目中,连云港市的支持政策的类别是",省級
"4、强化科技
创新驱动项目中,连云港市的支持政策的名称是",《中共连云港市委 连云港市人民政府关于加快工业经济发展的意见》（连发〔2015〕 17号）
"4、强化科技
创新驱动项目中,连云港市的支持政策发布的时间是",2015年
"4、强化科技
创新驱动项目中,连云港市的支持政策的具体内容是",对通过省级以上部门鉴定、达到国内先进技术水平的新产品、新技术奖励
"4、强化科技
创新驱动项目中,连云港市的支持政策的类别是",省級
"4、强化科技
创新驱动项目中,连云港市的支持政策的类别是",省級
"项目中,连云港市的支持政策的具体内容是",获“省优秀软件产品奖（金慧奖）”称号
"项目中,连云港市的支持政策的类别是",省級
"项目中,连云港市的支持政策的类别是",省級
"项目中,连云港市的支持政策的具体内容是",认定”企业技术中心”
"项目中,连云港市的支持政策的类别是",国家級
"项目中,连云港市的支持政策的类别是",国家級
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的类别是",市级
"项目中,连云港市的支持政策的类别是",市级
"5、支持制造业智改
数转深入推进项目中,连云港市的支持政策的名称是",《中共连云港市委 连云港市人民政府关于加快工业经济发展的意见〉（连发〔2015〕17号）
"5、支持制造业智改
数转深入推进项目中,连云港市的支持政策发布的时间是",2015年
"5、支持制造业智改
数转深入推进项目中,连云港市的支持政策的具体内容是",获“智能制造示范车间”称号
"5、支持制造业智改
数转深入推进项目中,连云港市的支持政策的类别是",省級
"5、支持制造业智改
数转深入推进项目中,连云港市的支持政策的类别是",省級
"项目中,连云港市的支持政策的类别是",市級
"项目中,连云港市的支持政策的类别是",市級
"项目中,连云港市的支持政策的名称是",关于印发《支持制造业智能化改造和数字化转型的具体措施》的通知（连制造强市办〔2022〕11号）
"项目中,连云港市的支持政策发布的时间是",2022年
"项目中,连云港市的支持政策的具体内容是",获“智能制造示范工厂”称号
"项目中,连云港市的支持政策的类别是",国家級
"项目中,连云港市的支持政策的类别是",国家級
"项目中,连云港市的支持政策的类别是",省級
"项目中,连云港市的支持政策的类别是",省級
"项目中,连云港市的支持政策的具体内容是",认定“两化融合贯标试点”企业
"项目中,连云港市的支持政策的类别是",5A级
"项目中,连云港市的支持政策的类别是",5A级
"项目中,连云港市的支持政策的类别是",4A級
"项目中,连云港市的支持政策的类别是",4A級
"项目中,连云港市的支持政策的类别是",3A级
"项目中,连云港市的支持政策的类别是",3A级
"项目中,连云港市的支持政策的类别是",2A级
"项目中,连云港市的支持政策的类别是",2A级
"项目中,连云港市的支持政策的类别是",A级
"项目中,连云港市的支持政策的类别是",A级
"项目中,连云港市的支持政策的名称是",关于印发《支持制造业智能化改造和数字化转型的具体 措施》的通知（连制造强市办〔2022〕 11号）
"项目中,连云港市的支持政策发布的时间是",2022年
"项目中,连云港市的支持政策的具体内容是",认定“特色工业互联网平台”企业
"项目中,连云港市的支持政策的类别是",国家级跨行业跨领域平台
"项目中,连云港市的支持政策的类别是",国家级跨行业跨领域平台
"项目中,连云港市的支持政策的类别是",省级标杆工厂
"项目中,连云港市的支持政策的类别是",省级标杆工厂
"项目中,连云港市的支持政策的类别是",省级工业电商平台
"项目中,连云港市的支持政策的类别是",省级工业电商平台
"项目中,连云港市的支持政策的具体内容是",认定“工业信息安全防护星級企业”
"项目中,连云港市的支持政策的类别是",五星级
"项目中,连云港市的支持政策的类别是",五星级
"项目中,连云港市的支持政策的类别是",四星级
"项目中,连云港市的支持政策的类别是",四星级
"项目中,连云港市的支持政策的类别是",三星级
"项目中,连云港市的支持政策的类别是",三星级
"项目中,连云港市的支持政策的类别是",二星级
"项目中,连云港市的支持政策的类别是",二星级
"项目中,连云港市的支持政策的类别是",一星级
"项目中,连云港市的支持政策的类别是",一星级
"项目中,连云港市的支持政策的具体内容是",认定“工业APP”优秀解决方案
"项目中,连云港市的支持政策的类别是",国家级
"项目中,连云港市的支持政策的类别是",国家级
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的类别是",入围汇聚平台
"项目中,连云港市的支持政策的类别是",入围汇聚平台
"项目中,连云港市的支持政策的名称是",关于印发《支持制造业智能化改造和数字化转型的具体 措施〉的通知（连制造强市办〔2022〕 11号）
"项目中,连云港市的支持政策发布的时间是",2022年
"项目中,连云港市的支持政策的具体内容是",认定“示范应用案例试点项目”
"项目中,连云港市的支持政策的类别是",国家级
"项目中,连云港市的支持政策的类别是",国家级
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的类别是",市级
"项目中,连云港市的支持政策的类别是",市级
"项目中,连云港市的支持政策的名称是",《关于开展2021年全省双软评估申报工作的通知》
"项目中,连云港市的支持政策的具体内容是",认定“双软评估“
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的名称是",连云港市省“星级上云企业”奖补资金实施细则 （连工信发〔2021〕134号）
"项目中,连云港市的支持政策发布的时间是",2021年
"项目中,连云港市的支持政策的具体内容是",企业星级上云
"项目中,连云港市的支持政策的类别是",三星级
"项目中,连云港市的支持政策的类别是",三星级
"项目中,连云港市的支持政策的类别是",四星级
"项目中,连云港市的支持政策的类别是",四星级
"项目中,连云港市的支持政策的类别是",五星级
"项目中,连云港市的支持政策的类别是",五星级
"6、新能源汽车项目中,连云港市的支持政策的名称是",《关于印发2020年连云港市新能源汽车推广应用地方财政补贴实施细则的通知）（连财工贸16号）
"6、新能源汽车项目中,连云港市的支持政策发布的时间是",2020年
"6、新能源汽车项目中,连云港市的支持政策的具体内容是",新能源汽车和充电设施奖补
"6、新能源汽车项目中,连云港市的支持政策的类别是",省级
"6、新能源汽车项目中,连云港市的支持政策的类别是",省级
"7、支持缘色体系建设项目中,连云港市的支持政策的名称是",市工信局印发《关于加快推进録色制造体系建设的意见》的通知（连工信发〔2019〕156号）
"7、支持缘色体系建设项目中,连云港市的支持政策发布的时间是",2019年
"7、支持缘色体系建设项目中,连云港市的支持政策的具体内容是",缘色工厂
"7、支持缘色体系建设项目中,连云港市的支持政策的类别是",国家级
"7、支持缘色体系建设项目中,连云港市的支持政策的类别是",国家级
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的具体内容是",绿色园区
"项目中,连云港市的支持政策的类别是",国家级
"项目中,连云港市的支持政策的类别是",国家级
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的类别是",市级
"项目中,连云港市的支持政策的类别是",市级
"项目中,连云港市的支持政策的具体内容是",绿色供应链
"项目中,连云港市的支持政策的类别是",国家级
"项目中,连云港市的支持政策的类别是",国家级
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的具体内容是",绿色产品
"项目中,连云港市的支持政策的类别是",国家级
"项目中,连云港市的支持政策的类别是",国家级
"项目中,连云港市的支持政策的类别是",省级
"项目中,连云港市的支持政策的类别是",省级
"8、支持首台（套）重大
装备及关键零件零部件发展项目中,连云港市的支持政策的名称是",《中共连云港市委 连云港市人民政府关于加快工业经济发展的意见〉（连发〔2015〕17号）
"8、支持首台（套）重大
装备及关键零件零部件发展项目中,连云港市的支持政策发布的时间是",2015年
"8、支持首台（套）重大
装备及关键零件零部件发展项目中,连云港市的支持政策的具体内容是",获“首台（套）重大装备及关鍵零部件认定”称号
"8、支持首台（套）重大
装备及关键零件零部件发展项目中,连云港市的支持政策的类别是",省级
"8、支持首台（套）重大
装备及关键零件零部件发展项目中,连云港市的支持政策的类别是",省级
"9、新医药产业
发展奖励项目中,连云港市的支持政策的名称是",《中共连云港市委 连云港市人民政府印发<关于支持重点产业加快发展若干政策意见>的通知》 （连发〔2021〕 21 号）
"9、新医药产业
发展奖励项目中,连云港市的支持政策发布的时间是",2021年
"9、新医药产业
发展奖励项目中,连云港市的支持政策的具体内容是",支持企业扩大规横
"项目中,连云港市的支持政策的具体内容是",支持企业拓展国际业务
"项目中,连云港市的支持政策的类别是",市级
"项目中,连云港市的支持政策的类别是",市级
"10、支持重点骨干型
企业技术改造升鍛项目中,连云港市的支持政策的名称是",《关于組织2021年度江苏省工业和信息产业转型升級专项资金项目申报的通知（苏工信综合〔2021〕198号）
"10、支持重点骨干型
企业技术改造升鍛项目中,连云港市的支持政策发布的时间是",2021年
"10、支持重点骨干型
企业技术改造升鍛项目中,连云港市的支持政策的具体内容是",技术改造升级奖励
"10、支持重点骨干型
企业技术改造升鍛项目中,连云港市的支持政策的类别是",省級
"10、支持重点骨干型
企业技术改造升鍛项目中,连云港市的支持政策的类别是",省級
"项目中,连云港市的支持政策的名称是",关于印发《支持制造业智能化改造和数字化转型的具体的通知《连制造强市办〔2022〕 11号）
"项目中,连云港市的支持政策发布的时间是",2022年
"项目中,连云港市的支持政策的类别是",市级
"项目中,连云港市的支持政策的类别是",市级
