Quary,Answer
省级绿色工厂省级绿色工业园区的项目。,苏州市的支持政策发布时间是2023年4月26日。其政策名称是第四批省级绿色工厂暨第一批省级绿色工业园区推荐工作开始，其支持政策的申报时间和类别是http://www.suzhou.gov.cn/szsrmzf/bmwj/202209/6395d90028d14a7f939d9d84bbb1eeb9.shtml关于组织2022年苏州市市级打造先进制造业基地专项资金项目申报的通知其支持政策规定的申报方式是线上+线下其支持政策的具体内容是一、基本条件2023年度省级绿色工厂、绿色工业园区名单遴选工作依照《关于印发江苏省绿色制造体系建设实施方案的通知》（苏经信节能〔2016〕725号）明确的推荐程序，按照“优中选优、宁缺毋滥”的原则，组织开展申报。近三年有下列情况的，不得申报绿色制造名单：未正常经营生产的；发生较大及以上安全（含网络安全、数据安全）、质量、环境污染等事故以及偷漏税等违法违规行为的；被动态调整出绿色制造名单的；在省级以上有关部门督查中发现存在严重问题的；被列入工业节能监察整改名单且未按要求完成整改的；被列为失信被执行人的。（一）绿色工厂各县级市（区）工信部门要根据本地区产业结构特点，遴选工作基础好、代表性强的企业进行申报。申报企业应为苏州大市内工商管理部门登记注册、从事生产经营并具有独立法人资格的企业，且生产经营状况良好，年销售收入在2亿元以上。评价请参照《关于印发江苏省绿色制造体系建设实施方案的通知》中的相关要求编写《江苏省绿色工厂评价报告》（附件1），已发布绿色工厂评价行业标准的（可登录工业和信息化部节能与综合利用司网站查看），需按照行业标准要求进行评价。（二）绿色工业园区各县级市（区）工信部门要组织工业基础好、基础设施完善、绿色制造水平高的工业园区进行申报，推荐的绿色工业园区需是以产品制造为主要功能、工业增加值占比超过50%、园区内省级以上绿色制造名单内企业占比5%以上、具有法定边界和范围、具备统一管理机构、在满足全部基本条件的前提下，园区绿色指数需在80分(含)以上的省级及以上工业园区。绿色工业园区申报请参照《关于印发江苏省绿色制造体系建设实施方案的通知》中的相关要求编写《江苏省绿色工业园区评价报告》（附件2）。2023年起，推荐国家级绿色工业园区将从省级认定的绿色工业园区中产生。二、推荐程序（一）组织评价满足基本条件且自愿申报的企业、工业园区，对照《绿色工厂评价通则》（GB/T36132-2018）、工信部发布的绿色工厂评价行业标准、《关于印发江苏省绿色制造体系建设实施方案的通知》等进行评价，并形成规范评价报告（附件1、2）。（二）初审推荐评价合格的企业、工业园区，向所在地工信部门提交评价报告。各县级市（区）工信部门对企业、工业园区提交的申报材料及绿色制造情况进行初审，符合条件的，正式行文向市工信局推荐。（三）评审确认省工信厅将按程序开展评审，对通过评审的企业、工业园区，在省工信厅官方网站公示5个工作日。公示无异议的企业、工业园区，列入江苏省第四批绿色工厂、第一批绿色工业园区名单。三、工作要求（一）各县级市（区）工信部门要结合本地区产业结构特点，绿色工厂的推荐需从列入2023年度绿色工厂创建培育计划名单中产生，选择行业代表性强、绿色制造基础好的龙头骨干企业或专业性强、特色鲜明、创新性高的中小企业，根据行业特点，突出关键绿色化指标的先进性，指导企业按照有关要求开展评价，编制评价报告，并切实加强对申报企业评价结果和证明材料的把关。（二）各县级市（区）工信部门要严把质量、择优推荐，并于7月14日前将本地区的绿色工厂、工业园区评价报告（附件1、2），绿色工厂、工业园区推荐汇总表（附件3、4），推荐文等申报材料（一式一份，同时报电子版）报送至苏州市工业和信息化局节能与综合利用处。（三）各县级市（区）工信部门切实加强对绿色制造名单内企业、工业园区的跟踪指导和动态管理，建立绿色制造水平关键指标定期报送机制，组织绿色制造名单企业、工业园区填报绿色制造动态管理表，并对动态管理表中明确的各项关键指标进行审核，对于绿色制造水平关键指标不符合绿色制造评价要求的，要组织进行现场评估，提出动态调整意见报市工信局。
工业产品绿色设计示范企业的项目。,苏州市的支持政策发布时间是2023年4月23日。其政策名称是工信部第五批工业产品绿色设计示范企业推荐工作开始，其支持政策的申报时间和类别是http://www.suzhou.gov.cn/szsrmzf/bmwj/202209/6395d90028d14a7f939d9d84bbb1eeb9.shtml关于组织2022年苏州市市级打造先进制造业基地专项资金项目申报的通知其支持政策规定的申报方式是线上+线下其支持政策的具体内容是二、推荐要求（一）基本要求企业具有独立法人资格，符合国家和地方的法律法规及标准规范要求，近三年无以下情况：发生较大及以上重大生产安全和质量安全事故、Ⅲ级（较大）及以上突发环境污染事件，在国务院及有关部委相关督查工作中发现存在严重问题，被列入工业节能监察整改名单且未完成整改等。（二）综合水平企业拥有明确的绿色低碳发展战略和措施，建立完善的质量、环境、能源、职业健康安全等管理体系，各项管理制度健全，具有较强行业影响力和市场竞争力，经营管理状况较好。（三）绿色设计专项水平企业绿色设计实力强，具有夯实的绿色设计服务基础，研发和应用推广绿色设计与制造关键技术；产品符合绿色产品评价相关标准并积极推广绿色产品，或者具有较强的绿色设计资源整合和服务能力并为行业客户提供优质绿色服务；企业自身绿色发展水平较高，或者绿色服务实施效果和成效显著。三、动态管理要求请各县级市（区）工信部门加强对示范企业的跟踪指导和服务，跟踪掌握工作进展，组织示范企业每年填报工业产品绿色设计示范企业动态管理表（附件3），做好动态管理审核并及时上报。工业和信息化部将加强对示范企业名单的监督管理，完善名单动态管理机制，对各单位上报的动态管理表进行评估，对不再符合示范企业要求的单位从名单中予以除名。四、工作要求（一）各县级市（区）工信部门要认真筛选行业代表性强的龙头骨干企业或专业性强、特色鲜明、创新性高的中小企业，根据“绿色设计+制造”型企业和“绿色设计+服务”型企业分类，指导企业按照《工业产品绿色设计示范企业申报书》（附件2）有关要求开展自评价和打分，编制申报书，并切实加强对申报企业自评价结果和证明材料的把关。被推荐企业自评价得分原则上不低于80分。（二）请各县级市（区）工信部门对照通知要求，认真做好申报组织及动态管理表填报工作，切实加强对申报企业申报材料和示范企业动态管理表的把关，并于6月1日前将本地区的推荐文件、工业产品绿色设计示范企业（第五批）推荐汇总表、第五批工业产品绿色设计示范企业申报书、工业产品绿色设计示范企业动态管理表等电子版材料通过工业节能与绿色发展管理平台（https://green.miit.gov.cn）报送苏州市工业和信息化局（节能与综合利用处）。
服务型制造示范的项目。,苏州市的支持政策发布时间是2023年6月7日。其政策名称是关于组织开展2023年度苏州市服务型制造示范遴选工作的通知，其支持政策的申报时间和类别是http://www.suzhou.gov.cn/szsrmzf/bmwj/202209/6395d90028d14a7f939d9d84bbb1eeb9.shtml关于组织2022年苏州市市级打造先进制造业基地专项资金项目申报的通知其支持政策规定的申报方式是线上+线下其支持政策的具体内容是一、遴选范围市级服务型制造示范遴选包括示范企业和示范平台两个类别。其中示范企业主要面向定制化服务、供应链管理、检验检测认证服务、全生命周期管理、总集成总承包、节能环保服务、生产性金融服务及其他服务型制造创新模式开展遴选；示范平台主要面向定制化服务、供应链管理、共享制造、检验检测认证服务、全生命周期管理、总集成总承包、节能环保服务、生产性金融服务及其他服务型制造创新模式开展遴选。示范企业申报主体为制造业企业。示范平台申报主体为从制造业企业衍生出的服务平台，或第三方专业服务平台，包括应用服务提供商。优先鼓励终端产品制造企业向服务型制造转化。优先鼓励有条件的行业标杆企业依托自身技术和管理优势，输出解决方案和管理经验，对外提供服务。优先鼓励大中型企业剥离软件开发、系统集成、信息服务等技术服务，成立独立法人实体，面向苏州市制造业企业提供专业服务。二、申报条件1.申报主体应在苏州市行政区域内注册满两年，具有独立法人资格，运营和财务状况良好，自2022年1月1日起未发生重大质量、环保或安全事故，没有违法行为或涉嫌违法正在接受审查的情况。2.申报主体符合“服务型制造重点领域说明”（附件1），并满足“苏州市服务型制造示范遴选申报条件”（附件2）。三、申报说明1.请申报主体按要求提供《苏州市服务型制造示范企业（平台）申报材料》等相关内容（附件3）。申报主体须对填报材料的真实性、准确性、完整性负责。2.请各县级市（区）工业和信息化主管部门负责申报材料汇总、审核，并填写《苏州市服务型制造示范企业（平台）推荐汇总表》（附件4）。各县级市（区）可推荐示范企业不超过5个，示范平台不超过3个。3.企业申报截止日期为2023年6月25日。各县级市（区）工信主管部门初审并行文截止时间为2023年6月30日。逾期不予受理。相关材料一式两份并报送至苏州市工信局技术创新处（联系人：徐文韬，68616275）。4.对于入选的市级服务型制造示范，我局将从中择优推荐申报国家级和省级服务型制造示范。
省级中小企业公共服务示范平台认定推荐的项目。,苏州市的支持政策发布时间是2023年5月24日。其政策名称是关于转发省工信厅《关于开展2023年度省级中小企业公共服务示范平台认定推荐工作的通知》的通知，其支持政策的申报时间和类别是http://www.suzhou.gov.cn/szsrmzf/bmwj/202209/6395d90028d14a7f939d9d84bbb1eeb9.shtml关于组织2022年苏州市市级打造先进制造业基地专项资金项目申报的通知其支持政策规定的申报方式是线上+线下其支持政策的具体内容是一、申报单位必须是符合《省认定管理办法》规定，为中小企业提供信息、技术、创业、融资、培训等服务的独立法人。申报五星省级示范平台必须要达到资产500万、专职人员20人，申报四星省级示范平台必须要达到资产300万，专职人员15人。二、按照有效期3年要求，《关于公布2020年度省级中小企业公共服务示范平台认定名单的通知》（苏工信服建〔2021〕19号）中认定的平台，需要按《省认定办法》重新申报认定。但上述平台中，仍处于有效期的国家示范平台无需申报，可在国家示范平台有效期最后一年申报省示范平台认定。2021年、2022年认定的省级示范平台暂不需要申报。2023年处于国家示范平台有效期最后一年且省示范平台已经到期的平台，需重新申报认定。三、获得国家、省小型微型企业创业创新示范基地（简称“示范基地”）认定且非省级示范平台的单位，原则上不得新申报省级示范平台认定。省级示范平台申报实行纸质材料和网上同时申报，须提供完整的申报和推荐材料（详见省厅《通知》附件）。省属单位经主管部门在《省中小企业公共服务示范平台推荐表》（省厅《通知》附件2）审核盖章后，行文向省工信厅直接申报。四、请各地工信主管部门于2023年7月2日前将纸质申报材料（一式一份）和《推荐2023年度省中小企业公共服务平台汇总表》（省厅《通知》附件1）报送至市工信局企业服务处。申报单位须登录“江苏省中小企业公共服务平台（http://www.smejs.cn）”，在“认定申报”栏目中点击“示范平台认定申报”，注册登录后进行填报并上传相关材料，经各地工信主管部门审核后提交。申报单位可通过2023年省级认定申报咨询QQ群（群号1：807645478，群号2：207935293）进行咨询。网络技术咨询电话：025-52686656、83673201、13236591607省工信厅咨询电话：陈继勇025—69652793市工信局咨询电话：张 青0512-68616210
2023年苏州市级智能工厂申报的项目。,苏州市的支持政策发布时间是2023年7月25日。其政策名称是关于转发省工信厅《关于开展2023年度省级中小企业公共服务示范平台认定推荐工作的通知》的通知，其支持政策的申报时间和类别是http://www.suzhou.gov.cn/szsrmzf/bmwj/202209/6395d90028d14a7f939d9d84bbb1eeb9.shtml关于组织2022年苏州市市级打造先进制造业基地专项资金项目申报的通知其支持政策规定的申报方式是三、申报方式1.请申报企业对照《苏州市智能制造典型场景指引》，填写《苏州市智能工厂项目申报书》（附件3，含承诺书），加盖企业有效公章后报所在县级市（区）工信部门。申报企业需对填报材料的真实性、准确性、完整性负责。2.请各县级市（区）工信部门积极组织企业开展申报，做好材料审核和现场初审工作，对经审核后符合条件的予以推荐上报，并填写《苏州市智能工厂项目汇总表》和《苏州市智能工厂推荐审核情况表》（附件4-5，需加盖推荐单位公章）。3.市工信局将在企业申报、县级市（区）审核上报的基础上，组织专家评审，择优遴选出一批基础条件好、示范性强的工厂认定为苏州市智能工厂，并依据《关于支持产业创新集群建设的若干政策（试行）》给予一定奖励。4.请各县级市（区）工信部门收集汇总企业申报材料，于8月18日前，将加盖有效公章的推荐行文、企业申报书、申报汇总表、盖章审核推荐表等纸质材料各一式两份报送至我局智能制造推进处，企业申报书扫描件、汇总表及审核推荐表电子版等材料同步发送至邮箱，过时不再受理。其支持政策的具体内容是一、支持重点围绕我市重点打造的产业创新集群，支持企业应用自主创新产品、技术、装备、软件等建设市级智能工厂，提升行业发展质量、效益和本质安全水平。二、申报条件1.申报企业为苏州市行政区域内注册、具有独立法人资格且正常经营1年及以上（截至2023年6月30日）的制造业企业，近三年经济效益较好、信用记录良好。2.申报企业近三年未发生重大、特大安全生产事故，未发生重大、特大环境事故，无违法违规行为。3.申报企业需具有良好的智能制造基础，2023年以来应通过智能制造数据资源公共服务平台（https://www.c3mep.cn/）开展智能制造能力成熟度自评估，需达到国家标准GB/T39116-2020《智能制造能力成熟度模型》三级及以上或满足相关行业智能制造指导性文件要求。4.申报项目备案（核准）、环评、能评、安评等手续完备（无需相关手续的需作出说明）。5申报工厂应在2023年6月30日前竣工并投产使用，且具有知识产权归属明确的核心技术。6申报工厂在2020年7月1日至2023年6月30日期间总投入不低于3000万元，其中，软件、系统集成、公私有云及网络等投入不低于200万元（需提供专项审计报告，并披露关联交易）。总投入为不含税额，包括智能制造设备、工具、器具等固定资产投资（不含土建投资和铺底流动资金），与项目相关的工业软件、系统集成、云资源及网络费用、咨询、设计、检测、评价等投入（除特别说明，下同）。7申报工厂应符合《苏州市智能工厂建设指南》（附件1）要求，使用的关键技术装备、工业软件须安全可控，具备5个及以上符合《苏州市智能制造典型场景指引》（附件2）要求的场景应用；8.每个申报企业限报1个工厂。已获得国家智能制造示范工厂揭榜单位（不含国家智能制造优秀场景）、省级智能制造示范工厂及市级智能工厂的企业不再参与申报。
智能车间、智能工厂的项目。,苏州市-太湖新城的支持政策发布时间是2022年8月24日。其政策名称是关于印发《东太湖度假区（太湖新城）加快企业高质量发展扶持奖励办法（修订）》的通知，其支持政策的申报时间和类别是http://www.suzhou.gov.cn/szsrmzf/bmwj/202209/6395d90028d14a7f939d9d84bbb1eeb9.shtml关于组织2022年苏州市市级打造先进制造业基地专项资金项目申报的通知其支持政策规定的申报方式是三、申报方式1.请申报企业对照《苏州市智能制造典型场景指引》，填写《苏州市智能工厂项目申报书》（附件3，含承诺书），加盖企业有效公章后报所在县级市（区）工信部门。申报企业需对填报材料的真实性、准确性、完整性负责。2.请各县级市（区）工信部门积极组织企业开展申报，做好材料审核和现场初审工作，对经审核后符合条件的予以推荐上报，并填写《苏州市智能工厂项目汇总表》和《苏州市智能工厂推荐审核情况表》（附件4-5，需加盖推荐单位公章）。3.市工信局将在企业申报、县级市（区）审核上报的基础上，组织专家评审，择优遴选出一批基础条件好、示范性强的工厂认定为苏州市智能工厂，并依据《关于支持产业创新集群建设的若干政策（试行）》给予一定奖励。4.请各县级市（区）工信部门收集汇总企业申报材料，于8月18日前，将加盖有效公章的推荐行文、企业申报书、申报汇总表、盖章审核推荐表等纸质材料各一式两份报送至我局智能制造推进处，企业申报书扫描件、汇总表及审核推荐表电子版等材料同步发送至邮箱，过时不再受理。其支持政策的具体内容是新认定为省级、市级示范智能工厂的，分别给予50万元、20万元的奖励；新认定为省级、市级示范智能车间的，分别给予20万元、10万元的奖励；
两化融合的项目。,苏州市-太湖新城的支持政策发布时间是2022年8月24日。其政策名称是关于印发《东太湖度假区（太湖新城）加快企业高质量发展扶持奖励办法（修订）》的通知，其支持政策的申报时间和类别是http://www.suzhou.gov.cn/szsrmzf/bmwj/202209/6395d90028d14a7f939d9d84bbb1eeb9.shtml关于组织2022年苏州市市级打造先进制造业基地专项资金项目申报的通知其支持政策规定的申报方式是三、申报方式1.请申报企业对照《苏州市智能制造典型场景指引》，填写《苏州市智能工厂项目申报书》（附件3，含承诺书），加盖企业有效公章后报所在县级市（区）工信部门。申报企业需对填报材料的真实性、准确性、完整性负责。2.请各县级市（区）工信部门积极组织企业开展申报，做好材料审核和现场初审工作，对经审核后符合条件的予以推荐上报，并填写《苏州市智能工厂项目汇总表》和《苏州市智能工厂推荐审核情况表》（附件4-5，需加盖推荐单位公章）。3.市工信局将在企业申报、县级市（区）审核上报的基础上，组织专家评审，择优遴选出一批基础条件好、示范性强的工厂认定为苏州市智能工厂，并依据《关于支持产业创新集群建设的若干政策（试行）》给予一定奖励。4.请各县级市（区）工信部门收集汇总企业申报材料，于8月18日前，将加盖有效公章的推荐行文、企业申报书、申报汇总表、盖章审核推荐表等纸质材料各一式两份报送至我局智能制造推进处，企业申报书扫描件、汇总表及审核推荐表电子版等材料同步发送至邮箱，过时不再受理。其支持政策的具体内容是当年度通过国家两化融合管理体系贯标认定的省级及以上两化融合贯标示范试点企业（江苏省两化融合贯标重点培育企业）给予10万元奖励。
工业互联网的项目。,苏州市-太湖新城的支持政策发布时间是2022年8月24日。其政策名称是关于印发《东太湖度假区（太湖新城）加快企业高质量发展扶持奖励办法（修订）》的通知，其支持政策的申报时间和类别是http://www.suzhou.gov.cn/szsrmzf/bmwj/202209/6395d90028d14a7f939d9d84bbb1eeb9.shtml关于组织2022年苏州市市级打造先进制造业基地专项资金项目申报的通知其支持政策规定的申报方式是三、申报方式1.请申报企业对照《苏州市智能制造典型场景指引》，填写《苏州市智能工厂项目申报书》（附件3，含承诺书），加盖企业有效公章后报所在县级市（区）工信部门。申报企业需对填报材料的真实性、准确性、完整性负责。2.请各县级市（区）工信部门积极组织企业开展申报，做好材料审核和现场初审工作，对经审核后符合条件的予以推荐上报，并填写《苏州市智能工厂项目汇总表》和《苏州市智能工厂推荐审核情况表》（附件4-5，需加盖推荐单位公章）。3.市工信局将在企业申报、县级市（区）审核上报的基础上，组织专家评审，择优遴选出一批基础条件好、示范性强的工厂认定为苏州市智能工厂，并依据《关于支持产业创新集群建设的若干政策（试行）》给予一定奖励。4.请各县级市（区）工信部门收集汇总企业申报材料，于8月18日前，将加盖有效公章的推荐行文、企业申报书、申报汇总表、盖章审核推荐表等纸质材料各一式两份报送至我局智能制造推进处，企业申报书扫描件、汇总表及审核推荐表电子版等材料同步发送至邮箱，过时不再受理。其支持政策的具体内容是当年度评定为国家、省和苏州市级工业互联网示范试点类企业（工业互联网重点平台、工业互联网标杆工厂、工业互联网典型应用企业、工业互联网专业服务商等），实施就高享受原则，分别一次性奖励30万元、20万元、10万元。
企业上云的项目。,苏州市-太湖新城的支持政策发布时间是2022年8月24日。其政策名称是关于印发《东太湖度假区（太湖新城）加快企业高质量发展扶持奖励办法（修订）》的通知，其支持政策的申报时间和类别是http://www.suzhou.gov.cn/szsrmzf/bmwj/202209/6395d90028d14a7f939d9d84bbb1eeb9.shtml关于组织2022年苏州市市级打造先进制造业基地专项资金项目申报的通知其支持政策规定的申报方式是三、申报方式1.请申报企业对照《苏州市智能制造典型场景指引》，填写《苏州市智能工厂项目申报书》（附件3，含承诺书），加盖企业有效公章后报所在县级市（区）工信部门。申报企业需对填报材料的真实性、准确性、完整性负责。2.请各县级市（区）工信部门积极组织企业开展申报，做好材料审核和现场初审工作，对经审核后符合条件的予以推荐上报，并填写《苏州市智能工厂项目汇总表》和《苏州市智能工厂推荐审核情况表》（附件4-5，需加盖推荐单位公章）。3.市工信局将在企业申报、县级市（区）审核上报的基础上，组织专家评审，择优遴选出一批基础条件好、示范性强的工厂认定为苏州市智能工厂，并依据《关于支持产业创新集群建设的若干政策（试行）》给予一定奖励。4.请各县级市（区）工信部门收集汇总企业申报材料，于8月18日前，将加盖有效公章的推荐行文、企业申报书、申报汇总表、盖章审核推荐表等纸质材料各一式两份报送至我局智能制造推进处，企业申报书扫描件、汇总表及审核推荐表电子版等材料同步发送至邮箱，过时不再受理。其支持政策的具体内容是当年度评定五星级、四星级、三星级的上云企业，分别给予10万元、6万元、3万元的奖励。
星级上云的项目。,苏州市-吴江区的支持政策发布时间是2021年1月20日。其政策名称是《苏州市吴江区高质量发展政策》发布时间：2021年1月20日，其支持政策的申报时间和类别是其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是1.年度评定为省五星级、四星级和三星级“上云”企业，分别给予20万元、10万元、3万元的奖励；
智能工厂、智能车间的项目。,苏州市-吴江区的支持政策发布时间是2021年1月20日。其政策名称是《苏州市吴江区高质量发展政策》发布时间：2021年1月20日，其支持政策的申报时间和类别是其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是2.新认定为省级示范智能工厂、车间的，一次性奖励100万元、50万元，市级示范智能工厂、车间的，一次性奖励50万元、20万元。开展智能制造免费诊断服务。通过政府采购，选择优秀的智能制造诊断服务商对吴江区工业企业进行智能制造诊断服务，并委托有资质的第三方机构对智能制造诊断服务进行全过程监理。工厂诊断服务费不高于20万元/家，车间诊断服务费不高于5万元/家，区级每年为全区300家企业免费提供智能制造诊断服务。
两化（深度）融合类示范试点的项目。,"苏州市-吴江区的支持政策发布时间是2021年1月20日。其政策名称是《苏州市吴江区高质量发展政策》发布时间：2021年1月20日，其支持政策的申报时间和类别是其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是3.当年度通过国家两化融合管理体系贯标认定的省级及以上两化融合贯标示范试点企业（江苏省两化融合贯标重点培育企业），一次性给予30万元奖励。当年度评定为国家级、省级制造业与互联网融合发展试点示范项目（企业）,实行就高享受原则，一次性奖励30万元、20万元。"
工业互联网示范试点类企业（工业互联网重点平台、工业互联网标杆工厂、工业互联网典型应用企业、工业互联网专业服务商等）的项目。,苏州市-吴江区的支持政策发布时间是2021年1月20日。其政策名称是《苏州市吴江区高质量发展政策》发布时间：2021年1月20日，其支持政策的申报时间和类别是其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是4.当年度评定为国家、省和苏州市级工业互联网示范试点类企业（工业互联网重点平台、工业互联网标杆工厂、工业互联网典型应用企业、工业互联网专业服务商等），实行就高享受原则，分别一次性奖励50万元、30万元、20万元。其政策名称是《苏州市吴江区高质量发展政策》发布时间：2021年1月20日，其支持政策的申报时间和类别是其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是5.评定为国家、省级绿色工厂或绿色供应链，分别给予一次性奖励50万元、20万元；评定为国家、省级绿色设计产品，按照工信部“绿色产品标准清单”划分，属于不同标准的产品，每件分别给予一次性奖励20万元、5万元，同一企业按同一标准获评多个产品的，只给予一次奖励。
服务型制造示范企业的项目。,苏州市-吴江区的支持政策发布时间是2021年1月20日。其政策名称是《苏州市吴江区高质量发展政策》发布时间：2021年1月20日，其支持政策的申报时间和类别是其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是6.对新认定为苏州市级服务型制造示范企业（项目）的单位，给予每家一次性奖励50万元。
专精特新小巨人、单项冠军的项目。,苏州市-吴江区的支持政策发布时间是2021年1月20日。其政策名称是《苏州市吴江区高质量发展政策》发布时间：2021年1月20日，其支持政策的申报时间和类别是《苏州市吴江区高质量发展产业扶持政策的若干实施意见》（自2019年12月25日起施行。）其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是7.对当年度评定的国家制造业单项冠军企业（产品），给予一次性奖励50万元；对当年度评定的国家专精特新小巨人企业，给予一次性奖励30万元；对当年度评定的省级专精特新小巨人企业，给予一次性奖励20万元；对当年度评定的苏州市“专精特新”中小企业，给予一次性奖励10万元。
5G建设与应用的项目。,苏州市-吴江区的支持政策发布时间是2021年1月20日。其政策名称是《苏州市吴江区高质量发展政策》发布时间：2021年1月20日，其支持政策的申报时间和类别是《苏州市吴江区高质量发展产业扶持政策的若干实施意见》（自2019年12月25日起施行。）其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是8.对投资超过50万元的5G应用项目给予实际投入30%的补贴，最高不超过50万元；对入围国家、省、市垂直行业5G试点示范项目分别给予50万元、30万元和10万元的奖励；对入围国家、省、市“5G+工业互联网”典型应用场景的优秀案例，分别给予50万元、30万元和10万元的奖励。
星级上云的项目。,苏州市-相城区的支持政策发布时间是2022年4月1日。其政策名称是《2022年度苏州市相城区工业经济高质量发展专项资金项目》2022年4月，其支持政策的申报时间和类别是《苏州市吴江区高质量发展产业扶持政策的若干实施意见》（自2019年12月25日起施行。）其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是1.鼓励中小企业上云用平台：三星级上云最高10万元、四星级上云最高20万元、五星级上云最高50万元的奖励；
智能工厂、智能车间、智能化改造的项目。,苏州市-相城区的支持政策发布时间是2022年4月1日。其政策名称是《2022年度苏州市相城区工业经济高质量发展专项资金项目》2022年4月，其支持政策的申报时间和类别是《苏州市吴江区高质量发展产业扶持政策的若干实施意见》（自2019年12月25日起施行。）其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是对300万元以上的企业智能化改造项目，按智能化设备投入金额的10%给予补助，最高不超过500万元。
两化融合管理体系贯标示范企业的项目。,苏州市-相城区的支持政策发布时间是2022年4月1日。其政策名称是《2022年度苏州市相城区工业经济高质量发展专项资金项目》2022年4月，其支持政策的申报时间和类别是《苏州市吴江区高质量发展产业扶持政策的若干实施意见》（自2019年12月25日起施行。）其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是对列入国家、省两化融合管理体系贯标示范企业培育对象（试点企业），分别一次性奖励5万元、2万元；对通过工信部两化融合管理体系贯标的企业奖励15万元；属于递增式认定的给予差额奖励。
绿色工厂、绿色供应链管理示范企业的项目。,苏州市-相城区的支持政策发布时间是2022年4月1日。其政策名称是《2022年度苏州市相城区工业经济高质量发展专项资金项目》2022年4月，其支持政策的申报时间和类别是《苏州市吴江区高质量发展产业扶持政策的若干实施意见》（自2019年12月25日起施行。）其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是凡成功创建工信部绿色工厂、绿色供应链管理示范企业的，分别奖励20万元；成功申报工信部绿色设计产品的企业，奖励10万元。
单项冠军、专精特新中小企业的项目。,苏州市-相城区的支持政策发布时间是自2019年1月1日起试行。其政策名称是《相城区工业经济高质量发展若干扶持政策（试行）》，其支持政策的申报时间和类别是《苏州市吴江区高质量发展产业扶持政策的若干实施意见》（自2019年12月25日起施行。）其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是对认定为制造业国家级、省级单项（打）冠军企业（产品）的，分别一次性奖励20万元、10万元。对认定为省级小巨人企业，一次性奖励10万元；对认定为省级专精特新产品，一次性奖励5万元；对认定为市级专精特新中小企业，一次性奖励5万元.
星级上云的项目。,苏州市-高新区的支持政策发布时间是2020年。其政策名称是《苏州高新区工业高质量发展扶持政策》政策有效期至：2022年12月31日，其支持政策的申报时间和类别是《苏州市吴江区高质量发展产业扶持政策的若干实施意见》（自2019年12月25日起施行。）其支持政策规定的申报方式是材料上报所在区（镇）初审，并由区（镇）分管领导签字确认并加盖公章2021.02.01-2021.03.20（具体截止时间根据各区/镇通知）其支持政策的具体内容是1.对评为江苏省五星级、四星级、三星级上云企业称号的，分别奖励20万元、10万元、5万元。
