Quary,Answer
专精特新中小企业的项目。,南京市的支持政策发布时间是2021年11月19日。其政策名称是关于印发《南京市推动专精特新中小企业高质量发展行动方案》《关于加快发展专精特新中小企业的若干措施》的通知（自2021年11月23日起施行），其支持政策的具体内容是1、项目在2022年1月1日以后启动，且须在2022年底前建设完成并投入使用。，其支持政策的奖补情况是项目申报采取网上申报方式进行，在南京市工业和信息化局官网或“宁企通”平台上，点击“南京市工业和信息化发展专项资金项目申报和监管平台”进入申报页面，在线填写项目申报表，并上传其他申报材料。网上申报受理时间为2022年10月25日至2022年11月10日，逾期不再受理申报。。
江苏省智能制造领军服务机构的项目。,南京市的支持政策发布时间是2023年3月17日。其政策名称是关于开展2023年江苏省智能制造领军服务机构遴选推荐工作的通知，其支持政策的具体内容是一、申报条件申报单位应符合以下条件：（一）在江苏省域内注册、具有独立法人资格且正常经营一年以上（截至2022年12月31日）。（二）2022年主营业务收入不少于3000万元，具有健全的财务管理机构和制度。（三）诚信守法，近三年内未发生重大及以上安全、环保、质量事故，无严重失信行为。（四）具有较强的综合集成服务能力和完善的服务体系，在申报行业具有良好的品牌影响力和资源整合力，已经形成3个及以上可复制、可推广、示范性强的场景案例。（五）拥有自主核心技术，其中智能制造系统集成技术相关的授权专利不少于6项（发明专利不少于1项）或与智能制造相关的软件著作权不少于10项，且近三年内无知识产权侵权行为。（六）符合国家智能制造系统解决方案供应商联盟发布的《智能制造系统解决方案供应商规范条件》规定条件的，优先遴选推荐。，其支持政策的奖补情况是二、有关要求（一）请申报单位编制《江苏省智能制造领军服务机构申报书》，向所在区、开发区工信主管部门申请。申报单位对申报材料的真实性负责。（二）请各区、开发区工信主管部门高度重视，按照通知要求，积极组织辖区内符合条件的单位申报。各区、开发区工信主管部门对申报单位申报材料严格审核把关，切实提高申报工作质量，并于4月10日前向市工信局正式行文上报申报书（一式三份）、汇总表等文件，电子版文件发送至联系人邮箱，逾期将不予受理。（三）市工信局将根据各区上报情况择优推荐。入选单位将纳入省制造业智改数转服务资源池统一管理，省工信厅将组织专家或委托第三方进行评价。入选单位应主动配合开展相关评价及宣传工作。。
第二批智能化改造和数字化转型服务商的项目。,南京市的支持政策发布时间是2023年6月27日。其政策名称是关于征集南京市第二批智能化改造和数字化转型服务商的通知，其支持政策的具体内容是一、征集对象聚焦中小企业数字化转型需求，重点征集解决方案集成商、工业软件提供商、智能装备及自动化产线提供商，加速形成“小快轻准”（小型化、快速化、轻量化、精准化）的数字化解决方案和专项产品服务能力。二、申报要求1.申报主体在南京市内注册、具备独立法人资格，运营和财务状况良好，具有较好的社会信用，上一年度营业收入达2000万元以上（含）。2.服务团队规模达30人以上（含），能够持续稳定提供高质量服务。3.具有较深的行业知识积累、较好的工程实施能力和较为完善的行业服务生态，有3个以上成功的项目实施案例。4.对获评江苏省智能制造领军服务机构、纳入江苏省智能化改造和数字化转型服务资源池的单位，予以优先遴选。已入选2022年南京市第一批智能化改造和数字化转型解决方案集成商、智能装备及自动化产线提供商、工业软件提供商的单位不再重复申报。，其支持政策的奖补情况是三、申报流程南京市智能化改造和数字化转型服务商申报遵循自愿申报、择优确定和公开、公平、公正的原则，具体申报流程如下：1.申报主体填报服务商申报书（附件3），报送至各区（开发区）工信部门。2.各区（开发区）工信部门对申报材料进行审核，向市工业和信息化局行文推荐。3.市工业和信息化局组织遴选工作，经形式审查、专家评审、综合审核等环节，择优入选市智能化改造和数字化转型服务资源池。四、工作要求1.各区（开发区）工信部门要加强服务商培育发展工作，支持入池服务商做大做强，联合入池服务商开展供需对接、标杆培育、宣传培训等活动，推广中小企业数字化转型案例标杆，带动更多中小企业转型逐步深入。2.市工业和信息化局将根据服务绩效对资源池实行动态管理，并优先推荐申报省级领军服务商。对服务弄虚作假、不正当竞争造成恶劣影响的服务商，将取消资源池资格。3.请各区（开发区）工信部门于2023年7月14日前，将《申报书》及推荐汇总表（一式一份，加盖公章）上报市工业和信息化局信息化建设与发展处，电子档同步报送指定邮箱。联系人：张诗桂，电话：68788911，邮箱：njgxxjc@163.com。
人工智能示范应用场景需求和典型应用案例的项目。,南京市的支持政策发布时间是2023年3月28日。其政策名称是关于征集南京人工智能示范应用场景需求和典型应用案例的通知，其支持政策的具体内容是一、征集范围聚焦先导区创新发展的特色行业领域，主要围绕电力、石化、钢铁、汽车、建材、服装6大行业和制造、能源、文旅、消费、教育、卫生6大领域，面向本市人工智能应用场景建设的主体单位，征集应用场景需求及典型应用案例。，其支持政策的奖补情况是二、有关事项1.申报主体为本市有关部门、科研院所、高等院校、重点企业和产业园区等单位。其中，应用场景申报主体需具备支撑应用场景建设和运营的必要基础，典型应用案例要求拥有自主知识产权、技术先进，已实现商业应用。2.征集的应用场景、典型案例在一定范围具备普适性和通用性，对促进人工智能技术产品落地产生较强推进作用，有较高示范带动和推广价值。3.申报内容确保不涉及国家秘密、商业秘密等敏感信息，无相关伦理风险和安全隐患。4.请申报应用场景的单位认真填写《南京市人工智能应用场景需求征集表》（附件1），申报典型应用案例的单位认真填写《南京市人工智能典型应用案例征集表》（附件2），于4月14日前将征集表word版和盖章扫描件报送邮箱。5.我局将对征集到的应用场景需求和典型应用案例进行遴选，组织开展供需对接活动和宣传推介，择优给予政策支持。。
省规划布局内重点软件企业和专精特新软件企业的项目。,南京市的支持政策发布时间是2023年3月28日。其政策名称是关于开展2023年省规划布局内重点软件企业和专精特新软件企业培育入库工作的通知，其支持政策的具体内容是一、推荐依据。参照最新修订的《江苏省规划布局内重点软件企业评估规范》（T/JSIA0004-2022）、《江苏省专精特新软件企业评估规范》（T/JSIA0005-2022）（附件1）。，其支持政策的奖补情况是二、推荐流程。遵循企业自愿申报原则，各区工信局、国家级开发区管委会经发局组织辖区内企业参照评估规范的评价标准进行自评，对通过初评的企业予以推荐上报。新入库企业有效期为2年。同一企业只能选择一个类别申报。2021、2022年已入库企业无需重复申报。三、材料要求。申报企业须依据附件2格式要求，提交纸质版申报材料（胶装成册，一式1份，需加盖企业公章）。四、推荐要求。各区（园区）经初审后，对推荐上报的2023年省规划布局内重点软件企业和专精特新软件企业，填写推荐表（附件3，纸质版加盖公章），并于6月30日前将推荐表和企业申报材料一并报送我处。五、其他要求。入库企业须定期通过江苏省软件行业政企服务平台报送主要经营数据，接受动态监测。。
江苏省智能制造领军服务机构的项目。,南京市的支持政策发布时间是2023年3月17日。其政策名称是关于开展2023年江苏省智能制造领军服务机构遴选推荐工作的通知，其支持政策的具体内容是一、申报条件申报单位应符合以下条件：（一）在江苏省域内注册、具有独立法人资格且正常经营一年以上（截至2022年12月31日）。（二）2022年主营业务收入不少于3000万元，具有健全的财务管理机构和制度。（三）诚信守法，近三年内未发生重大及以上安全、环保、质量事故，无严重失信行为。（四）具有较强的综合集成服务能力和完善的服务体系，在申报行业具有良好的品牌影响力和资源整合力，已经形成3个及以上可复制、可推广、示范性强的场景案例。（五）拥有自主核心技术，其中智能制造系统集成技术相关的授权专利不少于6项（发明专利不少于1项）或与智能制造相关的软件著作权不少于10项，且近三年内无知识产权侵权行为。（六）符合国家智能制造系统解决方案供应商联盟发布的《智能制造系统解决方案供应商规范条件》规定条件的，优先遴选推荐。，其支持政策的奖补情况是二、有关要求（一）请申报单位编制《江苏省智能制造领军服务机构申报书》，向所在区、开发区工信主管部门申请。申报单位对申报材料的真实性负责。（二）请各区、开发区工信主管部门高度重视，按照通知要求，积极组织辖区内符合条件的单位申报。各区、开发区工信主管部门对申报单位申报材料严格审核把关，切实提高申报工作质量，并于4月10日前向市工信局正式行文上报申报书（一式三份）、汇总表等文件，电子版文件发送至联系人邮箱，逾期将不予受理。（三）市工信局将根据各区上报情况择优推荐。入选单位将纳入省制造业智改数转服务资源池统一管理，省工信厅将组织专家或委托第三方进行评价。入选单位应主动配合开展相关评价及宣传工作。。
人工智能示范应用场景需求和典型应用案例的项目。,南京市的支持政策发布时间是2023年3月28日。其政策名称是关于征集南京人工智能示范应用场景需求和典型应用案例的通知，其支持政策的具体内容是一、征集范围聚焦先导区创新发展的特色行业领域，主要围绕电力、石化、钢铁、汽车、建材、服装6大行业和制造、能源、文旅、消费、教育、卫生6大领域，面向本市人工智能应用场景建设的主体单位，征集应用场景需求及典型应用案例。，其支持政策的奖补情况是二、有关事项1.申报主体为本市有关部门、科研院所、高等院校、重点企业和产业园区等单位。其中，应用场景申报主体需具备支撑应用场景建设和运营的必要基础，典型应用案例要求拥有自主知识产权、技术先进，已实现商业应用。2.征集的应用场景、典型案例在一定范围具备普适性和通用性，对促进人工智能技术产品落地产生较强推进作用，有较高示范带动和推广价值。3.申报内容确保不涉及国家秘密、商业秘密等敏感信息，无相关伦理风险和安全隐患。4.请申报应用场景的单位认真填写《南京市人工智能应用场景需求征集表》（附件1），申报典型应用案例的单位认真填写《南京市人工智能典型应用案例征集表》（附件2），于4月14日前将征集表word版和盖章扫描件报送邮箱。5.我局将对征集到的应用场景需求和典型应用案例进行遴选，组织开展供需对接活动和宣传推介，择优给予政策支持。。
软件企业和专精特新软件企业培育入库工作的通知的项目。,南京市的支持政策发布时间是2023年3月28日。其政策名称是关于开展2023年省规划布局内重点软件企业和专精特新软件企业培育入库工作的通知，其支持政策的具体内容是一、推荐依据。参照最新修订的《江苏省规划布局内重点软件企业评估规范》（T/JSIA0004-2022）、《江苏省专精特新软件企业评估规范》（T/JSIA0005-2022）（附件1）。，其支持政策的奖补情况是二、推荐流程。遵循企业自愿申报原则，各区工信局、国家级开发区管委会经发局组织辖区内企业参照评估规范的评价标准进行自评，对通过初评的企业予以推荐上报。新入库企业有效期为2年。同一企业只能选择一个类别申报。2021、2022年已入库企业无需重复申报。三、材料要求。申报企业须依据附件2格式要求，提交纸质版申报材料（胶装成册，一式1份，需加盖企业公章）。四、推荐要求。各区（园区）经初审后，对推荐上报的2023年省规划布局内重点软件企业和专精特新软件企业，填写推荐表（附件3，纸质版加盖公章），并于6月30日前将推荐表和企业申报材料一并报送我处。五、其他要求。入库企业须定期通过江苏省软件行业政企服务平台报送主要经营数据，接受动态监测。。
软件类关键核心技术攻关项目的项目。,南京市的支持政策发布时间是2023年3月29日。其政策名称是关于组织2023年软件类关键核心技术攻关项目征集工作的通知，其支持政策的具体内容是一、推荐依据。参照最新修订的《江苏省规划布局内重点软件企业评估规范》（T/JSIA0004-2022）、《江苏省专精特新软件企业评估规范》（T/JSIA0005-2022）（附件1）。，其支持政策的奖补情况是一、报送条件(一)报送项目实施单位应同时符合以下基本条件：1.在南京市域内依法注册，具有独立的法人资格，注册资本不少于500万元，成立日期在2022年1月1日及以前。2.管理规范有序、财务制度健全、经营状态正常、诚信守法，近三年未发生重大(含)以上安全、环保、质量事故(事件)，无严重失信行为。(二)报送项目应同时符合以下基本条件：1.项目实施地点在我市境内，项目实施期原则上不超过3年，可在2025年底前完成攻关任务，且具备良好的产业化前景。2.目标产品属于工业软件产业链或信息技术应用创新产业链产品。其中工业软件类项目主要包括研发设计、生产制造、经营管理、运营维护、信息安全等覆盖制造业产品全生命周期的各类工业基础软件、支撑软件、应用软件、平台软件以及对我省先进制造业集群培育、智能化改造数字化转型有显著促进作用的其他创新型软件；信息技术应用创新类项目技术领域主要包括基于信息技术应用创新技术路线的基础软件、支撑软件、平台软件、安全软件、商用密码产品。3.申报单位对攻关产品或技术有较好的研发基础和人才支撑，有与攻关项目相关的自主知识产权，能够保障项目实施所需资金(项目研发投入不低于3000万元)。鼓励行业龙头企业与产业链上下游企业、研究机构联合开展攻关。(三)符合以下条件的项目优先报送：1、已获得或准备申请相关专利；2、已形成或正在制定相关标准。二、工作要求报送单位填写软件类关键核心技术攻关项目征集信息表(附件)，在信用承诺部分加盖公章，于4月10日前向市工信局提交征集信息表电子版和纸质版材料。。
省级绿色工厂省级绿色工业园区的项目。,南京市的支持政策发布时间是2023年4月25日。其政策名称是关于开展第四批省级绿色工厂暨第一批省级绿色工业园区推荐工作的通知（2023年4月26日），其支持政策的具体内容是一、基本条件2023年度省级绿色工厂、绿色工业园区名单遴选工作依照《关于印发江苏省绿色制造体系建设实施方案的通知》（苏经信节能〔2016〕725号）明确的推荐程序，按照“优中选优、宁缺毋滥”的原则，组织开展申报。近三年有下列情况的，不得申报绿色制造名单：未正常经营生产的；发生较大及以上安全（含网络安全、数据安全）、质量、环境污染等事故以及偷漏税等违法违规行为的；被动态调整出绿色制造名单的；在省级以上有关部门督查中发现存在严重问题的；被列入工业节能监察整改名单且未按要求完成整改的；被列为失信被执行人的。（一）绿色工厂。各板块要根据本地区产业结构特点，遴选工作基础好、代表性强的企业进行申报。申报企业应为市内工商管理部门登记注册、从事生产经营并具有独立法人资格的企业，且生产经营状况良好，年销售收入在2亿元以上。评价请参照《关于印发江苏省绿色制造体系建设实施方案的通知》中的相关要求编写《江苏省绿色工厂评价报告》（附件1），已发布绿色工厂评价行业标准的（可登录工业和信息化部节能与综合利用司网站查看），需按照行业标准要求进行评价。（二）绿色工业园区。各板块要组织工业基础好、基础设施完善、绿色制造水平高的工业园区进行申报，推荐的绿色工业园区需是以产品制造为主要功能、工业增加值占比超过50%、园区内省级以上绿色制造名单内企业占比超过5%、具有法定边界和范围、具备统一管理机构、在满足全部基本条件的前提下，园区绿色指数需在80分(含)以上的省级及以上工业园区。绿色工业园区申报请参照《关于印发江苏省绿色制造体系建设实施方案的通知》中的相关要求编写《江苏省绿色工业园区评价报告》（附件2）。2023年起，推荐国家级绿色工业园区将从省级认定的绿色工业园区中产生。，其支持政策的奖补情况是二、推荐程序（一）组织评价。满足基本条件且自愿申报的企业、工业园区，对照《绿色工厂评价通则（GB/T36132-2018）、工信部发布的绿色工厂评价行业标准、《关于印发江苏省绿色制造体系建设实施方案的通知》等进行评价，并形成规范评价报告（附件1、2）。（二）初审推荐。评价合格的企业、工业园区，向所在板块工信部门提交评价报告。各板块工信局对企业、工业园区提交的申报材料及绿色制造情况进行初审，符合条件的，正式行文向市工信局推荐。三、工作要求（一）各板块要结合本地区产业结构特点，绿色工厂的推荐需从列入2023年度绿色工厂创建培育计划名单中产生，选择行业代表性强、绿色制造基础好的龙头骨干企业或专业性强、特色鲜明、创新性高的中小企业，根据行业特点，突出关键绿色化指标的先进性，指导企业按照有关要求开展评价，编制评价报告，并切实加强对申报企业评价结果和证明材料的把关。（二）各地要严把质量、择优推荐，将绿色工厂、工业园区评价报告（附件1、2），绿色工厂、工业园区推荐汇总表（附件3、4），于2023年7月10日前连同申报材料（一式一份，同时报电子版）行文上报市工业和信息化局。（三）请各地区切实加强对已纳入绿色制造名单内的企业、工业园区的跟踪指导和动态管理，建立绿色制造水平关键指标定期报送机制，组织绿色制造名单企业、工业园区填报绿色制造动态管理表，并对动态管理表中明确的各项关键指标进行审核，对于绿色制造水平关键指标不符合绿色制造评价要求的，要将相关情况报市工信局。请于2023年4月28日前通过工业节能与绿色发展管理平台报送第七批国家级绿色制造名单和前三批省级绿色工厂名单的动态管理表。。
工业软件优秀产品及首版次工业软件产品应用试点项目的项目。,南京市的支持政策发布时间是2023年4月23日。其政策名称是关于开展2023年工业软件优秀产品及首版次工业软件产品应用试点项目征集的通知（2023年4月23日），其支持政策的具体内容是一、征集范围（一）工业软件优秀产品重点征集计算机辅助设计、仿真、计算等工具软件，关键工业控制软件，高附加值的运营维护和经营管理类工业软件优秀产品。（二）首版次工业软件产品应用试点项目重点征集采用自主核心知识产权的首版次工业软件产品应用试点项目。二、征集要求（一）申报单位要求申报单位须在南京境内注册，具有独立法人资格，有固定生产、经营活动场所，遵守国家法律法规，近三年无违反法律法规情况、无被执行案件失信记录、无财产或账户查封冻结情况、无因使用本单位软件产品造成较大及以上安全事故。（二）工业软件优秀产品要求1.申报单位可申报1-2个应用于航空、航天、石化、钢铁、船舶、电力、交通、核工业、汽车、电子信息、移动终端、机械等重点领域的优秀产品，建议择优申报不同类别的软件产品。2.申报的软件产品拥有自主知识产权、技术先进、实现产业化或已在行业中部署应用，在重点领域有工业企业典型应用案例。3.申报单位须如实填写申报书，并提供营业执照、合同、专利证书、软件著作权、测试报告等相关佐证资料。（三）首版次工业软件产品应用试点项目1.申报单位为我市工业领域重点行业用户单位，通过部署应用首版次工业软件产品取得明显成效，可显著提高企业研发、制造、生产管理水平或工业装备性能。2.申报单位部署应用的工业软件产品为首版次工业软件产品，具有自主知识产权，具备软件著作权（开发完成日期须在2022年1月1日及以后），已通过第三方软件产品检测。应用的工业软件产品为首次正式发布并进行销售，尚未取得重大市场业绩、具有良好市场推广应用前景。仅限于企业自用的软件或用户定制的非通用软件，不属于征集范围。3.申报单位须如实填写申报书，并提供营业执照、采购合同、用户报告或验收报告、专审报告，以及首版次软件产品的知识产权、测试报告等相关佐证资料。，其支持政策的奖补情况是三、征集程序（一）请各区（开发区）工业和信息化主管部门，组织本地区企业积极参与申报，做好工业软件优秀产品、首版次工业软件产品应用试点项目的审核把关、遴选推荐工作。（二）请各推荐单位填写工业软件优秀产品、首版次工业软件产品应用试点项目推荐表（附件1），申报企业填写《工业软件优秀产品申报书》（附件2）、《首版次工业软件产品应用试点项目申报书》（附件3），加盖公章后的申报书扫描件报推荐单位审查。推荐单位请于2023年5月19日前，将上述材料盖章后的扫描件发送至联系人邮箱。联系人：林卿联系电话：025-68788858电子邮箱：54286586@qq.com。其政策名称是《南京市工业企业重大设备技改项目奖补实施办法》，其支持政策的具体内容是按项目本申报年度一年之内（项目的技术设备购置发票开具日期为上一年度的下半年申报受理截止日以后，且至本年度奖补申报截止日止）技术设备购置总额的10%、封顶1000万元给予奖补。，其支持政策的奖补情况是三、征集程序（一）请各区（开发区）工业和信息化主管部门，组织本地区企业积极参与申报，做好工业软件优秀产品、首版次工业软件产品应用试点项目的审核把关、遴选推荐工作。（二）请各推荐单位填写工业软件优秀产品、首版次工业软件产品应用试点项目推荐表（附件1），申报企业填写《工业软件优秀产品申报书》（附件2）、《首版次工业软件产品应用试点项目申报书》（附件3），加盖公章后的申报书扫描件报推荐单位审查。推荐单位请于2023年5月19日前，将上述材料盖章后的扫描件发送至联系人邮箱。联系人：林卿联系电话：025-68788858电子邮箱：54286586@qq.com。
专精特新的项目。,南京市的支持政策发布时间是20230611。其政策名称是市政府办公厅关于加强“四上”企业培育工作的实施意见，其支持政策的具体内容是对认定为国家级制造业“单项冠军”企业奖励300万元，国家级专精特新“小巨人”企业奖励100万元，省级专精特新中小企业奖励50万元，其支持政策的奖补情况是三、征集程序（一）请各区（开发区）工业和信息化主管部门，组织本地区企业积极参与申报，做好工业软件优秀产品、首版次工业软件产品应用试点项目的审核把关、遴选推荐工作。（二）请各推荐单位填写工业软件优秀产品、首版次工业软件产品应用试点项目推荐表（附件1），申报企业填写《工业软件优秀产品申报书》（附件2）、《首版次工业软件产品应用试点项目申报书》（附件3），加盖公章后的申报书扫描件报推荐单位审查。推荐单位请于2023年5月19日前，将上述材料盖章后的扫描件发送至联系人邮箱。联系人：林卿联系电话：025-68788858电子邮箱：54286586@qq.com。
