Quary,Answer
"工业新增长点培育,盐城市的支持政策的包含的企业范围是",列入年度重点工业新增长点培育计划，且上年度企业增加值率不低于全市平均水平 50%的制造业企业
"工业新增长点培育,盐城市的支持政策的具体内容是",按年度新增应税开票销售10亿元以上、5亿元-10亿元、3亿元-5亿元，分别给予100万元、50万元、30万元奖励
"优质企业集群培育,盐城市的支持政策的包含的企业范围是","成员包括首次入选“ 中国企业 500 强” ( 中企联发布) 的工业企业,首次入选“ 中国制造业企业 500 强”( 中企联发布)、“ 中国民营企业 500 强” (全国工商联发布) 的工业企业，年度应税开票销售首次达到 500 亿元 、200 亿元 、100 亿元 、 50 亿元以上，且上年度企业增加值率不低于全市平均水平 50% 的工业企业，当年新增入库的规上工业企业 、数字经济企业"
"优质企业集群培育,盐城市的支持政策的具体内容是",首次获得全国制造业单项冠军示范企业 (产品)、 国家级专精特新“小巨人”企业 、省级专精特 新中小企业分别给予 100 万元、100 万元、30 万元 一次性奖励，首次获得国家技术创新示范企业给予 50 万元 一次性奖励，首次获得国家、省级企业技术中心认定分别给予 100 万元、20 万元 一 次性奖励 ，首次获得省级首台 ( 套) 重大装备给予 50 万元 一次性奖励，首次获得省级首台(套) 关键部件认定的 项 目 给予 50 万元 一次性奖励，对国家 、省批复建设的制造业创新中心分别给予 500 万元 、200 万元 一次性奖励 
"规范认证项目,盐城市的支持政策的包含地区企业范围是",首次列入工信部光伏制造行业、锂电池行业、印刷电路板行业、钢铁行业、环保装备制造行业公告名单的企业，获得氢燃料电池汽 车生产资质的车辆生产企业(进入工信部《道路机动车辆生产企 业及产品公告》) 
"规范认证项目,盐城市的支持政策的具体内容是",鼓励国内优质上市企业 、大企业集 团、单项冠军、专精特新“小巨人”企业 、独角兽企业 、瞪羚企业 等在盐城迁入综合型总部或设立具有独立法人资格的销售、供应 链、研发职能型总部 ，
"总部迁入发展 ,盐城市的支持政策的包含的企业是",给予 500 万元 一次性奖励
"总部迁入发展 ,盐城市的支持政策的具体内容是",当年起连续三年按照对地方贡献增加部分 (上年度超过前两年度均值部分) 的 30%、20%、10%进行奖励， 最高不超过 500 万元
"企业兼并重组,盐城市的支持政策的具体内容是",并购企业对目标企业的实际出资额折合人民 币 5000 万元以上 ，且并购方占股比例在 50%以上 ， 对兼并重组 后的企业按实际出资额的 4%给予一次性奖励 ， 最高不超过企业 申报年度对地方贡献，且不超过 500 万元。
"企业兼并重组,盐城市的支持政策的包含的企业范围是",支持企业与世界 500 强、 中国企业 500 强、 中国制造业企业 500 强、 中国民营企业 500 强、央企、 上市公司战略重组，鼓励市内企业兼并重 组 
" 企业创新发展,盐城市的支持政策的具体内容是",首次获得全国制造业单项冠军示范企业 (产品)、 国家级专精特新“小巨人”企业 、省级专精特 新中小企业分别给予 100 万元、100 万元、30 万元 一次性奖励，首次获得国家技术创新示范企业给予 50 万元 一次性奖励，首次获得国家、省级企业技术中心认定分别给予 100 万元、20 万元 一 次性奖励 ，首次获得省级首台 ( 套) 重大装备给予 50 万元 一次性奖励，首次获得省级首台(套) 关键部件认定的 项 目 给予 50 万元 一次性奖励，对国家 、省批复建设的制造业创新中心分别给予 500 万元 、200 万元 一次性奖励 
" 企业创新发展,盐城市的支持政策的包括的企业范围是",首次获得全国制造业单项冠军示范企业 (产品)、 国家级专精特新“小巨人”企业 、省级专精特 新中小企业，首次获得国家技术创新示范企业，首次获得国家、省级企业技术中心认定，首次获得省级首台 ( 套) 重大装备，首次获得省级首台(套) 关键部件认定的 项 目 ，对国家 、省批复建设的制造业创新中心 的企业
"产业链配套协作,盐城市的支持政策的具体内容是",按本地采购额比上年新增部分的 2%给予采购单位奖补， 最高不超过 200 万元
"企业推广应用新产品,盐城市的支持政策的具体内容是",对传统燃油车生产企业新研发上 市的车型，首个年度销售达 5 万辆的企业给予 500 万元 一次性奖励( 上 市月度起单月平均销售 5000 台 以上 ，按比例折算给予 一次性奖 励 )，新能源乘用车新上市车型 ， 年度销售 2000 辆以上的企业给予 300 万元 一次性奖励，年度销售 1 万辆以上 的企业 给予 1000 万元 一 次性奖励，在盐城市区举办的工业 和信息化领域全国性峰会 、博览会、展览会、行业发展等活动的企业按照国家级活动费用总额的 30%，由市级财政给予承办单位 一次 性不超过 50 万元的补贴(市财政资金包干的不享受)。支持企业 参加省、市工业和信息化部门组织的重要展会活动，给予参展企 业展位费 60%不超过 5 万元补贴
"企业推广应用新产品,盐城市的支持政策的包含的企业范围是",对传统燃油车生产企业新研发上 市的车型，首个年度销售达 5 万辆，新能源乘用车新上市车型 ， 年度销售 2000 辆以上，年度销售 1 万辆以上 ，在盐城市区举办的工业 和信息化领域全国性峰会 、博览会、展览会、行业发展等活动，支持企业 参加省、市工业和信息化部门组织的重要展会活动的企业。
" 公共服务能力提升,盐城市的支持政策的具体内容是",获省级以上认定的公共服务 机构，年度开展专项服务活动 10 场 (次) 以上，且服务企业 500 家以上；其中提供融资服务的机构开展融资对接服务活动不少于 5 场次，年度帮助企业融资总额超过 2 亿元的企业根据第三方服务绩 效评估 ， 给予不超过 20 万元奖励 。首次获得国家级中小企业，公共服务平台 、 国家级中小企业创业创新示范基地 分别给予 50 万元 一次性奖励 。获得国家级表彰的公共服务项 目，给予 20 万元 一次性奖励。首次获得省级公共服务平台的企业，给予 20 万元 一次性奖励。
" 公共服务能力提升,盐城市的支持政策的包含的企业是",获省级以上认定的公共服务 机构，年度开展专项服务活动 10 场 (次) 以上，且服务企业 500 家以上；其中提供融资服务的机构开展融资对接服务活动不少于 5 场次，年度帮助企业融资总额超过 2 亿元，首次获得国家级中小企业，公共服务平台 、 国家级中小企业创业创新示范基地 ，获得国家级表彰的公共服务项 目，首次获得省级公共服务平台的企业
" 服务型制造,盐城市的支持政策的具体内容是",对首次获得国家级 、省级服务型制造 示范企业。首次获得 国家级、省级工业设计中心 ，获得工信部、省工信厅举办的工业设计大赛最高奖项的 企业 ，分别给予 50 万元 、20 万元 一次性奖励
" 服务型制造,盐城市的支持政策的包含的企业范围是",首次获得国家级 、省级服务型制造 示范企业。首次获得 国家级、省级工业设计中心 ，获得工信部、省工信厅举办的工业设计大赛最高奖项的 企业 
"新车型研发销售,盐城市的支持政策的具体内容是",给予 500 万元 一次性奖励( 上 市月度起单月平均销售 5000 台 以上 ，按比例折算给予 一次性奖 励 )
"新车型研发销售,盐城市的支持政策的具体内容是",给予 300 万元 一次性奖励
"免费诊断和轻量级改造,盐城市的支持政策的具体内容是",通过政府购买服务等方式，为规上企业开展免费诊断服务 ，每家不高于 10 万元 。对纳入轻 量级数字化改造试点的企业 ，按照必选应用场景总投入的 70%、 个性化改造场景投入的 20%给予补助，单个企业不超过 30 万元； 后续推广企业按照总投入的 20%给予补助，最高不超过 20 万元。
"标杆企业培育,盐城市的支持政策的具体内容是",建成国家级智能制造示范工厂 、 工业互联网试点示范、制造业与互联网融合发展示范试点的企业，给予 100 万元 一次性奖励。首次获评省级“ 智改数转”领军服务商的企业，给予 100 万元 一次性奖励。建成省级工业互联网平 台 、工业互联网标杆工厂和智能制造示范工厂的企业，给予 50 万元 一 次性奖励 。首次获得省级示范智能车间的项 目 ，给予 20 万元 一次性奖励
"标杆企业培育,盐城市的支持政策的包含的范围是",建成国家级智能制造示范工厂 、 工业互联网试点示范、制造业与互联网融合发展示范试点的企业，首次获评省级“ 智改数转”领军服务商的企业，建成省级工业互联网平 台 、工业互联网标杆工厂和智能制造示范工厂的企业，首次获得省级示范智能车间的项 目 
"工业互联网发展,盐城市的支持政策的具体内容是",标识解析二级节点项 目，支持标识解析二级节点项 目，对 首次申报完成与国家顶级节点对接，且近 2 年累计标识解析量达 到 1 亿、接入企业数达到 300 家的二级节点建设单位，给予 300 万元 一次性奖励 。首次被评为省五星上云企业，给予 50 万元 一次性奖励 。支持电信运营商新建 5G 基站 ( 宏站) ， 年内建成 500 个以上的 按照市区范围内每个基站 2500 元奖励。年内建 成 1000 个以上的，按照市区范围内每个基站 3000 元奖励，每个 运营商年度奖励不超过 500 万元。
"工业互联网发展,盐城市的支持政策的包含范围是",标识解析二级节点项 目，支持标识解析二级节点项 目，对 首次申报完成与国家顶级节点对接，且近 2 年累计标识解析量达 到 1 亿、接入企业数达到 300 家的二级节点建设单位，首次被评为省五星上云企业，支持电信运营商新建 5G 基站 ( 宏站) ， 年内建成 500 个以上的 ，年内建 成 1000 个以上的，
"数字产业企业能级提升,盐城市的支持政策的具体内容是",首次应税开票销售达到1 亿元 、5000 万元 、3000 万元 、1000 万元的大数据企业分别 给予 100 万元 、50 万元 、30 万元 、20 万元的一次性奖励，获 得省“i 创杯”互联网创新创业大赛三等奖及以上的企业给予 20 万元 一次性奖励，首次入选互联网年度产品、企业，互联网大 数据类优秀产品和应用解决方案，分别给予 20 万元 一次性奖励。
"数字产业企业能级提升,盐城市的支持政策的包含范围是",首次应税开票销售达到1 亿元 、5000 万元 、3000 万元 、1000 万元的大数据企业，获 得省“i 创杯”互联网创新创业大赛三等奖及以上的企业，首次入选互联网年度产品、企业，互联网大 数据类优秀产品和应用解决方案的企业
"节能降耗项目,盐城市的支持政策的具体内容是",对年度设备投资额 200 万元以上， 节能量不少于 300 吨标煤的绿色化改造升级项 目，按实际设备投 资额的 10%给予 一次性奖励 ， 最高不超过 200 万元。对首次被工信部认定为绿色供应链 管理示范企业、绿色工厂 、绿色产品 ，分别给予 50 万元、40 万 元 、30 万元 一次性奖励 。对首次被省工信厅认定为绿色工厂 的企业。给予 30 万元 一次性奖励。
"节能降耗项目,盐城市的支持政策的包含范围是",年度设备投资额 200 万元以上， 节能量不少于 300 吨标煤的绿色化改造升级项 目，首次被工信部认定为绿色供应链 管理示范企业、绿色工厂 、绿色产品 ，首次被省工信厅认定为绿色工厂 的企业。
" 市级工业园区建设,盐城市的支持政策的具体内容是",支持市级工业园区提升产业承 载能力，对市级工业园区建设两层以上标准厂房(不含企业自建 自用厂房)，年度建成面积达 1 万平方米、2 万平方米、3 万平方 米以上，分别给予园区管理机构 20 万元、50 万元、80 万元奖励
盐城市的支持政策有何注意点？,注： 企业最终奖励标准按照《盐城市工业企业资源集约利用差别化政策清单》相关规定执行，单个企业享受创牌类 免申直拨支持数量不超过2 个，设备补贴类支持数量不超过 1 个， 单个企业申报类项目年度奖补资金不超过 1000 万元 。
"星级上云,东台市的支持政策发布的时间是",2022年3月1日
"星级上云,东台市的支持政策的名称是",《东政办发〔2022〕23号东台市智改数转三年行动计划》
"星级上云,东台市的支持政策的具体内容是",对评为省级五星级上云企业、四星、三星，给予 20 万元、20万、10万一次性奖励，
"智能工厂、工业互联网平台、工业互联网标杆工厂,盐城市的支持政策的具体内容是",对新创国家级智能制造示范工厂、工业互联网试点示范、制造业与互联网融合发展示范试点的企业，给予300万元一次性奖励:对新认定省级工业互联网平台、工业互联网标杆工厂和智能制造示范工厂的企业，给予200万元一次性奖励。对首次评为省级以上制造业数字化典型应用场景及实践案例的企业，给予50万元一次性奖励。
"“智改数转”项目,盐城市的支持政策的具体内容是",对年度智能化设备及工业软件等 有效投入500万元以上的“智改数转”项目，2022年、2023年、 2024年分别按照项目年度投资额的12%、11%、10%给予补助，单个项目最高不超过500万元。
"制造业数字化典型应用场景及实践案例,盐城市的支持政策的具体内容是",对首次评为省级以上制造业数字化典型应用场景及实践案例的企业， 给予50万元一次性奖励。
"星级上云,阜宁的支持政策发布的时间是",2022年3月8日
"星级上云,阜宁的支持政策的名称是",《关千印发阜宁县规模以上工业企业智能化改造和数字化转型三年行动计划 (2022-2024 年）的通知》《关千印发阜宁县推进规模以上工业企业智能化改造和数字化转型实施方案的通知》
"星级上云,阜宁的支持政策的具体内容是",对评为省级五星级上云企业、四星、三星，给予 50 万元、20万、5万一次性奖励，
"智能制造示范工厂、工业互联网试点示范、制造业与互联网融合发展示范试点的企业,盐城市的支持政策的具体内容是",对建成国家智能制造示范工厂、工业互联网试点示范、制造业与互联网融合发展示范试点的企业，给予 300 万元一次性奖励；对建成省级工业互联网平台、工业互联网标杆工厂和智能制造示范工厂的企业，给予 200 万元一次性奖励
"信息化改造和应用系统,盐城市的支持政策的具体内容是",工业企业通过专家诊断且按照诊断方案实施信息化改造和应用系统(SAP、 MES、ERP等） 投入超30万元，正常使用后按实际投资额的30%予以补助，单个企业最高不超过300万元；对工业企业技改引进工业机器人（含机械手）等高端智能装备的， 按设备投入额的15%予以补 助。
"制造业数字化典型应用场景及实践案例,盐城市的支持政策的具体内容是",评为省级以上制造业数字化典型应用场景及实践案例的企业，给予50万元一次性奖励。
"市级“智改数转“示范企业、 工业互联网平台、 工业数字化示范场景,盐城市的支持政策的具体内容是",对评为市级“智改数转“示范企业、 工业互联网平台、 工 业数字化示范场景的企业，给予10万元一次性奖励。
"工业互联网标识解析,盐城市的支持政策的具体内容是",对完成与国家顶级节点对接的二级节点建设单位，给予300万元一次性奖励；对接入工业互联网标识解析二级节点企业，按接入费用的50%予 以补助。
"两化融合管理体系贯标2.0,盐城市的支持政策的具体内容是",工业企业获批国家两化融合管理体系贯标认定证书，一次性奖励20 万元；获批省两化融合贯标试点类企业，一次性奖励10 万元。
"5G 融合应用示范项目,盐城市的支持政策的具体内容是","企业开展5G 融合应用示范项目建设，奖补额度提高至50%,"
"标杆（示范）的项目,盐城市的支持政策的具体内容是",对列入省级或省级以上标杆（示范）的项目给予30万元一次性 奖励。 
"星级上云,盐都的支持政策发布的时间是",2022年3月2日
"星级上云,盐都的支持政策的名称是",关于支持制造业高质量发展的政策意见-盐都
"星级上云,盐都的支持政策的具体内容是",对在省星级上云企业评定中获批的五星级、四星级、三星级上云企业，分别给予20万元、15万元、5万元的一次性奖励
"智能制造示范工厂、省级工业互联网标杆工厂、省智能制造示范车间,盐城市的支持政策的具体内容是",对获评省智能制造示范工厂、省级工业互联网标杆工厂、省智能制造示范车间的企业，分别给予150万元、100 万元、50万元一次性奖励；
"市智改数转示范企业,盐城市的支持政策的具体内容是",对获评市智改数转示范企业，给予10一次性奖励
"省两化融合管理体系贯标,盐城市的支持政策的具体内容是",获得省两化融合管理体系贯标AAA、AA试点（培育）企业，取得两化融合管理体系AAA、AA评定证书，分别给予20万元、10万元一次性奖励。
"专精特新科技“小巨人”,盐城市的支持政策的具体内容是",对首次获得国家、省级、市级专精特新科技“小巨人”，分别给予100万元、30万元、10万元一次性奖励
"全国制造业单项冠军企业（产品）,盐城市的支持政策的具体内容是",对首次获得工信部全国制造业单项冠军企业（产品），给予100万元一次性奖励。
"星级上云,开发区的支持政策发布的时间是",2021年9月26日
"星级上云,开发区的支持政策的名称是",《关于印发 <盐城经济技术开发区关于加快“5G+工业互联网”发展若干措施> 的通知》
"星级上云,开发区的支持政策的具体内容是",对在省星级上云企业评定中获批的五星级、四星级、三星级上云企业，分别给予50万元、30万元、5万元的一次性奖励
"工业互联网领域平台,盐城市的支持政策的具体内容是",对新入选国家尧 省尧 市工业互联网领域平台服务类企业袁分别给予最高 100 万元尧 50 万元尧 20 万元奖励曰 对新入选国家尧省尧 市工业互联网领域专业服务类企业袁 分别给予最高 50 万元尧20 万元尧 10 万元奖励遥
"工业互联网标杆工厂、智能工厂,盐城市的支持政策的具体内容是",对新获评并验收通过的国家级尧 省级工业互联网标杆工厂或智能工厂项目 分别给予 500 万元尧 200 万元一次性奖励曰 
"智能车间,盐城市的支持政策的具体内容是",新获评国家级、省级示范智能车间的袁 一次性奖励 100 万元，20 万元
"两化融合管理贯标示范,盐城市的支持政策的具体内容是",对认定的国家两化融合管理贯标示范、 试点企业，分别奖励 50 万元、20 万元。对认定的省级两化融合管理体系贯标示范、试点企业， 分别奖励 15 万元、5 万元。对当年通过国家两化融合管理体系认定的 奖励 20 万元。对认定的国家两化深度融合创新示范、试点企业， 分别奖励 50 万元、 20 万元曰 对认定的省级两化深度融合创新示范、试点企业分别奖励 10 万元， 5 万元。
"星级上云,大丰的支持政策发布的时间是",2022年3月12日
"星级上云,大丰的支持政策的名称是",《盐城市大丰区规上工业企业智能化改造和数字化转型三年行动计划(2022-2024年)的通知》
"星级上云,大丰的支持政策的具体内容是",对首次认定的省级五星级上云、四星、三星给予50 万元、30万、10万一法性奖励。
"智能工厂、工业互联网发展示范企业,盐城市的支持政策的具体内容是",对建成国家级智能制造示范工厂、工业互联网试点示范、制造业与互联网融合发展示范试点的企业，给予300万元一次性奖励;对建成省级工业互联网平台、工业互联网标杆工厂和智能制造示范工厂的企业，给予200 万元一次性奖励。对评为省级以上制造业数字化典型应用场景及实践案例的企业，给予 50万元一次性奖励。
"星级上云,射阳的支持政策发布的时间是",2021年12月10日
"星级上云,射阳的支持政策的名称是",关于印发《支持全县经济高质量发展的奖励办法》的通知
"星级上云,射阳的支持政策的具体内容是",对首次认定为省五星、四星、三星上云企业，分别给予30 万元、20 万元、5 万元一次性奖励。
"智能车间、智能工厂,盐城市的支持政策的具体内容是",对新认定的国家级、省级“智能工厂”分别给予200万元、100万元一次性奖励，“智能车间”分别给予50万元、30万元的一次性奖励。
"工业互联网标杆工厂（工业互联网平台）,盐城市的支持政策的具体内容是",对首次认定的国家、省工业互联网标杆工厂（工业互联网平台），分别给予 200 万元、100 万元一次性奖励。
"两化融合管理体系贯标试点（互联网与工业融合创新示范）,盐城市的支持政策的具体内容是",对首次获评国家和省两化融合管理体系贯标试点（互联网与工业融合创新示范）企业，分别给予30万元、20万元一次性奖励。
"5G示范项目,盐城市的支持政策的具体内容是",对新列入国家和省5G、工业互联网、大数据、云计算、物联网等试点示范项目的企业，分别给予100 万元、30万元一次性奖励。
"星级上云,建湖的支持政策发布的时间是",2022年4月20日
"星级上云,建湖的支持政策的名称是",《关于促进制造业“智改数转”的激励意见》建政发2022-22号
"星级上云,建湖的支持政策的具体内容是",对在省星级上云企业评定中获批的五星级、四星级、三星级上云企业，分别给予50万元、30万元、5万元的一次性奖励
"智能工厂、工业互联网标杆工厂（平台）,盐城市的支持政策的具体内容是",对建成国家级智能制造示范工厂、工业互联网示范试点制造业与互联网融合发展示范试点的企业，给予300万元一次性奖励:对建成省级智能制造示范工厂、工业互联网标杆工厂和省重点工业互联网平台的企业，给予200万元一次性奖励;
"智能车间,盐城市的支持政策的具体内容是",对新认定为省级示范智能车间，奖励20万元。
"5G+工业互联网”融合应用,盐城市的支持政策的具体内容是",被认定为省“5G+工业互联网”融合应用示范项目的，按实际投资额的20%给予奖励，最高不超过30万元;
"星级上云,台东的支持政策的具体内容是",对在省星级上云企业评定中获批的五星级、四星级上云企业，分别给予20万元、10万元的一次性奖励
"星级上云,城区的支持政策的具体内容是",对在省星级上云企业评定中获批的五星级、四星级、三星级上云企业，分别给予20万元、10万元、5万元的一次性奖励
"星级上云,郭猛镇的支持政策发布的时间是",2020年12月28日
"星级上云,郭猛镇的支持政策的名称是",《郭猛镇关于提升智能制造推动工业经济高质量发展的激励意见》区级以上政府及部门有专项奖励的，企业可重复享受；
"星级上云,郭猛镇的支持政策的具体内容是",企业首次评定为四星、三星“上云”企业的，分别一次性奖励2万元，1万元。
"智能工厂、智能车间,盐城市的支持政策的具体内容是",企业首次新认定为国家级、省级示范智能工厂的企业，分别一次性奖励10万元、5万元；对新认定为国家级、省级示范智能车间的，分别一次性奖励5万元、3万元。
"星级上云,亭湖的支持政策发布的时间是",2022年
"星级上云,亭湖的支持政策的具体内容是",五星、四星、三星分别一次性奖补50、20、5万元，一年只能拿一次
