Quary,Answer
"市智能制造示范区项目中,常州市的支持政策的申报时间和方式是", 一、申报条件       （一）申报主体为工业园区（集中区）所在乡镇、街道、开发区；       （二）工业园区（集中区）以交通主干道、河流等为边界，地理范围明确，申报区域由申报部门自行划定；       （三）工业园区（集中区）年度规上工业企业总产值达到30亿元，规上工业企业数量不低于50家；       （四）工业园区（集中区）产业特色鲜明、集聚集约，主导产业发展聚焦我市十大先进制造业集群建设；       （五）工业园区（集中区）企业发展质效良好，转型成效明显，年度规上工业企业中资源集约利用综合评价A类和B类企业占比超过90%。       二、申报程序       工业园区（集中区）所在乡镇（街道、开发区）根据《常州市智能制造示范区培育实施方案（试行）》要求，向所在辖市、区工信部门提出申请，并提交《常州市智能制造示范区申报书》（附件1）及相关证明材料、《常州市智能制造示范区培育建设情况汇总表》（附件2）。辖市、区工信部门审核汇总后行文报送至市工信局。       三、相关要求       请各辖市、区工信（经发）局，常州经开区经发局于4月28日前将推荐文件、申报材料一式一份报至市工信局装备工业处，电子文档同步报送。
"星级上云项目中,常州市-溧阳市的支持政策的名称是",《关于 “发展四大经济推动生态创新”三年行动计划的实施意见》《溧阳市“十四五”制造业高质量发展规划》公示
"星级上云项目中,常州市-溧阳市的支持政策发布的时间是",2021年11月7日
"星级上云项目中,常州市-溧阳市的支持政策的申报时间和方式是",1.首次获评五星级、四星级上云企业，分别奖励20万元、10万元（三星：5万、四星：10万、五星：15万）
"两化融合项目中,常州市的支持政策的申报时间和方式是",2.首次获得国家两化融合管理体系贯标评定认证的企业，奖励30万元
"（工厂）项目中,常州市的支持政策的申报时间和方式是",3.新认定为省示范（工厂）的企业，奖励50万元
"智能工厂、项目中,常州市-武进区的支持政策的名称是",关于开展2022年首批省星级上云企业申报工作的通知
"智能工厂、项目中,常州市-武进区的支持政策发布的时间是",2022年2月22日
"智能工厂、项目中,常州市-武进区的支持政策的申报时间和方式是",2022年2月28日-2022年4月10日（其中，五星级的申报截止日期为2022年4月24日）线上：江苏省工业互联网示范企业公共服务平台（简称：苏工服平台，www.dxplat.com）将于2022年2月28日开通申报。请各申报企业按照要求在平台填报申报信息，并严格按照星级上云企业申报要求如实在平台上传项目申报电子版材料（附件2、3、4）
"智能工厂、项目中,常州市-武进区的支持政策发布的第二个文件名是",工信来源
"智能工厂、项目中,常州市-武进区的支持政策发布的第二个文件名是",工信来源
"专精特新创新型中小企业项目中,常州市的支持政策的名称是",关于组织开展2022年度省级专精特新中小企业申报认定和2019年度省级专精特新企业复核的通知
"专精特新创新型中小企业项目中,常州市的支持政策发布的时间是",2022年9月22日
"专精特新创新型中小企业项目中,常州市的支持政策的申报时间和方式是",企业于2022年10月17日前线上提交并线下报送纸质材料〔一式贰份，包括：企业申报书（附件1）/企业复核申请书（附件2）、相关佐证材料（胶装成册）、推荐汇总表（附件3或4）〕至武进区工信局中小科（区政府3号楼211）。材料电子版（word文档）请同步报送至wjqzxk@163.com。
"智能工厂、项目中,常州市—天宁区的支持政策的名称是",《天宁区关于推动产业强区的若干政策》
"智能工厂、项目中,常州市—天宁区的支持政策发布的时间是",2022年4月19日
"智能工厂、项目中,常州市—天宁区的支持政策的申报时间和方式是",据悉，所有政策兑现需经企业自主申报，属地板块初审，牵头单位研究后形成建议名单，并经市场监管、统计、税务等部门复核，报经区政府常务会议和区委常委会审议通过后，再行兑现。
"星级上云项目中,常州市金坛区的支持政策发布的时间是",20230905
"星级上云项目中,常州市新北区的支持政策发布的时间是",20230905
